galaxies.galaxy.bulge.centre.centre_0,galaxies.galaxy.bulge.centre.centre_1,galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,galaxies.galaxy.disk.sersic_index,     log_likelihood,            log_prior,      log_posterior,                weight
                   0.3416398584205724,                  0.11919133948564027,                        0.24431008366513607,                       -0.12062205429103175,                    1.7729522883883344,                2.7572671562619515,               -0.040214732251008765,               -0.035757205057866774,                       -0.1075033368393717,                      -0.21459198446001726,                    2.224534182915652,              0.07548815887763927,             -1e+99,    -8.37796547199057,             -1e+99,                   0.0
                 0.044246019010030585,                  0.03900860202695635,                        0.35921486645940265,                        0.09974235938043269,                    0.5248055604085129,                 5.264471970683006,                 0.06792668077865614,                0.015946279674149858,                        0.6042192467809522,                       -0.4788755339247219,                   1.1761831102799873,                4.658166016448716,-102451.64096606473,   -4.684678752696744,-102456.32564481744,                   0.0
                -0.037702314554849375,                   0.0700800454393615,                       -0.17615423862512197,                         0.3070661416381396,                    0.6110223210296829,                 5.186865620478063,                0.024452915923026508,                 -0.0966568599457624,                       0.34792661510153977,                       -0.1386601991456694,                    1.768850361214717,              0.12216287448133878,             -1e+99,   1.1479710792813413,             -1e+99,                   0.0
                   0.0789364379937064,                 -0.09599596159282987,                        -0.1676173201027627,                       -0.23405505960473455,                   0.09945289198885832,                 5.994731646034818,                 0.09428063247785747,                0.028231330919735967,                       0.32127661979517813,                       0.12127551378762737,                    2.061715545255588,              0.13318321718456583,-182074.19619565317,   -1.190908676655063,-182075.38710432983,                   0.0
                 -0.06637588337999316,                -0.007144480500673488,                         0.5165895691305422,                       -0.03492884488064561,                   0.17267541857386703,                 4.601639136747141,                 0.09199521481057432,                 0.02920805863157143,                       0.18339384626170718,                       0.24056207868440743,                   1.3982839693570948,               1.3787271127323506,-30876.401662932098,   0.9724729802990477,  -30875.4291899518,                   0.0
                  0.07629538195856522,                 -0.02710923720086533,                      -0.009919561601407542,                         0.3717527527905856,                    1.0869776667905187,                 3.905397568601739,                -0.04506388441619549,                 0.06266921387211029,                        0.3587099200081897,                      -0.21094357450794815,                   1.1541635876770222,                2.427927506232314,-28168.785456495025,   0.7370664655535561, -28168.04839002947,                   0.0
                 -0.03870301914032137,                 -0.05013473871725771,                        0.11311811157286408,                      -0.010558059637938252,                    0.4066783927237881,                 5.605691101842601,                -0.09267484374030016,                 0.03825232752197779,                       0.11315790616734865,                       0.11246172427550756,                   1.1214995409301145,               0.9561842749118566,-17351.522731454963,    3.504885925214479, -17348.01784552975,                   0.0
                 -0.10630078043443413,                   0.0640237651249444,                         0.5265685614174639,                        -0.1663371878450592,                    1.1094420069730084,                 5.809006381743233,                  0.1212857542081861,                -0.03883236184248043,                         0.475482506052429,                      -0.04200337501408673,                    1.635953123725332,               1.0351871237814125, -78283.27984188925,   -1.475471775412986, -78284.75531366466,                   0.0
                 0.005113257429178978,                -0.005243939413217318,                         0.3651236055952425,                        0.22796816531417896,                    0.7330584790840252,                1.7573545494139236,                 0.15461675234834943,                 0.01509341016494206,                      -0.33090161853855776,                     0.0033638594037035813,                   1.5755574895403346,               0.9816199900935605, -9633.991624440128,-0.025253478781058325,  -9634.01687791891,                   0.0
                  0.05429640856348922,               -0.0027020862444441674,                        0.04352628473461358,                       0.023934256772105214,                    0.9973423247066637,                 6.693732098012073,                -0.10994931246547718,                -0.19183447354974992,                       0.02101702466945056,                       0.18099295595025283,                   1.4630200539301956,               3.3421313412792593,-31535.219948369006,   0.7265505301233992,-31534.493397838884,                   0.0
                 -0.06140024795340518,                -0.056901612935556393,                       -0.05954480694922036,                       0.027731278599050516,                    1.3053360802100777,                 4.774990965191273,                -0.05233146601195326,                 -0.0540106831577189,                      -0.10109437384588547,                       0.16842550430097614,                   1.1669999095009351,                2.966190256433944,-15965.690562703474,    1.847554478616482,-15963.843008224858,                   0.0
                   0.3086219534724076,               0.00028676664612872896,                        -0.2912821047524613,                        0.13053409981704037,                    1.0417908510748783,                 4.570826909733016,                -0.03866879167369562,                  0.0364564978457144,                       0.13083694187611505,                      0.027817186526413094,                   1.3984484492241276,             0.034981596867228015,             -1e+99,   -1.988439252926446,             -1e+99,                   0.0
                -0.024653621582425622,                 0.030686077517842733,                       0.012375308038656677,                        0.11808111848737403,                    1.1230455288313819,                1.8105805204203733,                  0.3462788033976894,                -0.17909515636452547,                        0.1497899389302091,                       -0.3612808581590042,                   1.1742079231358267,                 4.75674913902385, -6552.931899315192,    -7.66979646646571, -6560.601695781657,                   1.0
                 -0.04485018206296329,                 -0.05986242903008392,                       -0.06620688852784927,                        -0.3539599327640522,                    0.6249463422759918,                 4.696765362036067,                0.022700780272527882,                -0.02029816385617334,                      -0.14196279390096983,                       -0.1714463990885569,                   1.2581229009495476,                6.011622133270651, -54172.50054520593,    -2.13395668998691, -54174.63450189591,                   0.0
                 0.056249509767374244,               -0.0009724112638681455,                      -0.021820497946520342,                         0.2050890673054393,                    0.6038110891239954,                 4.469068788215717,                -0.10901465295551867,                 0.11289463703331877,                      -0.18970120652963157,                       0.11776854193146373,                   1.5946786253964478,               0.4226830377612647, -6815.397328041459,   2.2488988029628145, -6813.148429238497,1.029704507391071e-114
                   0.1572564051234312,                  0.13592452220216228,                        0.22221000109495886,                         -0.147739039761551,                    0.9109031606215479,                 2.233754125638954,                -0.10896001667149269,                -0.14283472232625613,                        0.2636772435887421,                        0.1349337835894701,                   1.6398831224636674,                4.208919137534035, -41821.81832262476,   -1.118372273252107, -41822.93669489801,                   0.0
                  0.04909376230615048,                 -0.03187961786523912,                       -0.06630799936849917,                      -0.005317517965144833,                   0.15263631955313262,                  6.49396304888352,                 0.15508569893712829,                 0.06506456544135072,                       0.44482065600563647,                      -0.08414189711320282,                   1.3034185104348306,               1.2881991511325994, -66695.39131116403, -0.19817547386344914,  -66695.5894866379,                   0.0
                  0.02550897545350509,                   0.0180633801404183,                       -0.16143232740231045,                        -0.2875416838197412,                     0.668180038346318,                3.4613296238888123,                 -0.1452043500762353,                0.046795939015030166,                      -0.22729486190870885,                       0.13799508162745253,                    2.199733423921821,                3.869756647940716,-14805.197755101073,   -2.117037637729216,-14807.314792738802,                   0.0
                 0.023029936711105065,                 -0.07191492545681903,                        0.35844308282079484,                        0.27297043468934046,                    0.5696417775131897,                1.8967351551495235,               -0.005469979781054169,                0.012123927645975648,                        0.1313057184761079,                      -0.04933218355945036,                   1.9400185898800313,               1.6875586026302853,-23060.496959756274,   2.4090577382304446,-23058.087902018044,                   0.0
                  0.05758711556739346,                  -0.1040903546301843,                         0.3973218089593081,                       -0.16481784850067932,                   0.47808420074052344,                 4.550540580808753,                -0.01840107343985593,               -0.041849995917916744,                       0.08197748750471998,                       0.27380138571920415,                    1.580105342976068,                2.462917605518391,-19726.721413984647,   1.8855622229114568,-19724.835851761734,                   0.0
                  0.07900970861838133,                 -0.18260089798934073,                      -0.012457952489174626,                       -0.08263318894705395,                    0.9395179165467603,                 4.029505654642843,                -0.12814242509470142,                 -0.1857400878378893,                        0.2768374928097316,                      -0.41724282984479194,                   1.5869703079322488,               0.5883800331967999,-52877.167904843314,  -2.6670177464554317, -52879.83492258977,                   0.0
                0.0020360327697975565,                  0.01544599472608095,                         0.1442679773487355,                        0.14598714230615428,                    0.3456266953075795,                3.3976606676833976,                 0.01701857886005177,                 0.03215641560156902,                      0.013461201533897904,                      -0.11743884946698051,                   1.0626303310769825,               1.2842060435915508,-12957.130166273646,   3.5947652126990324,-12953.535401060946,                   0.0
                 -0.02693063837726556,                  0.04278831022020904,                        0.23160569780847123,                        0.15606902811546303,                    0.8285514788379875,                6.4351710790711705,                -0.07922276621560359,               -0.038308560525873475,                       0.04711219719801377,                       0.22374265387987335,                    1.638784930908879,               2.0128768358505456,-14359.266050629145,   3.2899101091923453,-14355.976140519953,                   0.0
                  0.15169965160722526,                 -0.05077948733882734,                         0.3422045261873863,                        0.40834947776123043,                    1.0432110137895443,                 4.655958293671742,                 0.34040627902037984,                  0.1553368361284603,                       0.17293929987935364,                       0.07351412157044698,                    2.013028683739065,                3.719112870051648, -75725.82085753075,   -7.131695987520563, -75732.95255351828,                   0.0
                  0.05036466835274105,                 0.031102229262049877,                        0.20667115965791377,                       -0.02046304918420981,                    1.1061178007610097,                 4.244838355791552,                 -0.1355185393887179,                -0.02940183723024046,                      -0.03680350923739044,                      -0.10952337758828183,                   1.4231082001139996,               2.6033466070671833,-14513.567239349499,   2.8324929178919076,-14510.734746431606,                   0.0
                  0.13495430499054303,                -0.060141957802849214,                       0.009034026027077466,                         0.6390591226209387,                     0.785186634691068,                 6.734552136969782,                0.058529393673497326,                0.030369745556658934,                      -0.13120549435520457,                        0.2701278327249305,                   2.1144460683002495,                2.512129231362657,-12682.010174357567,  -3.9453005546841116, -12685.95547491225,                   0.0
                 -0.12871658501615732,                 -0.07321309971456069,                         0.1258115907387971,                        0.03532342371029382,                    0.8842034375977604,                3.7366686583967295,                 0.00546282906744771,                -0.13015672731107072,                   -0.00047248348891952563,                      -0.20918144268698513,                   1.6344856531061158,                0.809955793015495, -23127.02728506372,   2.4366081703110165,-23124.590676893407,                   0.0
                 -0.02008756741823947,                 0.015786466678116524,                         0.1490218796351172,                       -0.41998718840828847,                    0.7897493074037234,                 5.639242433061844,                0.004798442219770936,                 -0.1457892912612768,                       0.10633537910664288,                       -0.5591568722375955,                   1.4920027948311831,               2.8610779558933026, -75719.42750448882,  -3.8014164132372583, -75723.22892090205,                   0.0
                   0.0619364073211426,                 -0.03323152459342265,                        -0.0727947704743238,                        0.23039404508521494,                    0.7053012366764843,                 6.209100442073123,                -0.02622082507796683,                -0.20650229961179645,                        -0.318907805821844,                      -0.06454687606359935,                   0.9200405852644992,                1.305009669589517, -29122.08021943248,  -1.9642534531049871,-29124.044472885584,                   0.0
                 -0.09226069272351024,                 0.005250353753693605,                        0.15860125599125435,                       -0.20476141005773008,                    0.5743711404277329,                3.0322269801115462,                 0.04765390242053591,                -0.13269391053290677,                       0.08382972412207221,                      0.040329934548455966,                    1.589721342011228,               1.5519434972382533,-12164.164474711759,    2.951834185585346,-12161.212640526173,                   0.0
                -0.021446135969944487,                -0.019622384807807886,                       -0.10341386791926797,                       -0.20156478014345636,                    0.4657325469699219,                 7.697851436652979,                 0.19750594465642152,                   0.063454753685995,                      -0.00489203562000283,                       0.04906974854300248,                   1.2824027033344234,               3.1714799157227285, -36345.49417032583,  -0.9569865770606948, -36346.45115690289,                   0.0
