galaxies.galaxy.bulge.profile_list.59.centre.centre_0,galaxies.galaxy.bulge.profile_list.59.centre.centre_1,galaxies.galaxy.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.59.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.59.ell_comps.ell_comps_1,     log_likelihood,           log_prior,      log_posterior,weight
                                 -0.00903271085930224,                                  0.09907806774769609,                                        0.09561706965301005,                                      -0.004144834808799668,                                        0.23022661362352945,                                         -0.343821122703393, -8792.210124186498, 0.14147625350140747, -8792.068647932998,   0.0
                                  0.09737866609535745,                                 0.005430726732828628,                                        -0.5204130308198006,                                       -0.05964181699632922,                                      -0.018962049866869734,                                        0.02986173650978789, -623.7000643471374, -0.3877520238430797, -624.0878163709805,   0.0
                                  0.05114875607462263,                                  -0.0505932843013361,                                       -0.07347988681617029,                                        0.09847891935661057,                                     -0.0044570723740602145,                                         0.4170885533991229,  -3135.48751714471, 0.09312593965316729, -3135.394391205057,   0.0
                                  0.03630444262399243,                                  0.06429606971931856,                                          0.464109395475756,                                         0.3463393643509254,                                       -0.06632016508540499,                                       -0.23185878367983612, -1635.514315215516, -1.0425697711214972,-1636.5568849866374,   0.0
                                  0.06869049860326423,                                 -0.07485589874789134,                                       -0.08667522636502542,                                         0.6080182744471067,                                        -0.0377877765965344,                                       -0.32024561352600406, -610.2947170127945, -1.5296733257631572, -611.8243903385577,   0.0
                                  0.09727175991411238,                                 0.029647317979705906,                                         0.3678496438279483,                                       -0.22335359690831896,                                        0.06247920746704447,                                          0.149908238559413,-12608.371206213313,-0.03185296520819128,-12608.403059178521,   0.0
                                 -0.08203353218696928,                                 -0.06646258651794486,                                       -0.27053242865014043,                                       -0.33002422390207264,                                         0.1426767707285005,                                       -0.26954324655445816, -7916.454023671687,-0.38484010360936394, -7916.838863775296,   0.0
                                 0.026823436190202443,                                 -0.05538045534251022,                                         0.4577777299608506,                                        -0.9051653867735463,                                        0.47251322422223707,                                       -0.06892407448698212,-35367.135733392584,  -5.839229529096338, -35372.97496292168,   0.0
                                -0.005175583221749158,                                -0.041318576939951404,                                        -0.1300279687179188,                                         0.2196428142010375,                                        -0.7594925276905877,                                        -0.0865383293351827,  -9026.88518173989,  -2.464584628936492, -9029.349766368827,   0.0
                               -0.0037747853045978774,                                0.0066502625148447125,                                         0.9039752021426252,                                        -0.2916119399199341,                                       0.034635193223624065,                                         0.2719892912474226, -17278.78945560771,  -4.286353741239595,-17283.075809348953,   0.0
                                0.0011505019841842323,                                  0.09800059907540071,                                         0.1570394150286844,                                        0.14703598001582086,                                       -0.24714359456492102,                                       -0.07804675309846697,-1580.5192510449097,  0.5132809890944796,-1580.0059700558152,   0.0
                                -0.037739274825901115,                                  0.06563211547940531,                                       0.058307524764540104,                                        0.18573637682165264,                                        0.06522064576316457,                                         -0.077762539129123, -3637.913221933676,  0.8758015171548819,-3637.0374204165214,   0.0
                                 -0.09301731769692623,                                -0.011548681247840004,                                        0.17734656667457285,                                       -0.04018192664534928,                                         0.4014993590259324,                                         0.2072501847137784,-12996.252182394277,-0.17432210538815052,-12996.426504499665,   0.0
                                 0.034297586531896185,                                0.0019366620379457633,                                        -0.3852396416879655,                                        0.06022298950481878,                                        -0.3162076273791592,                                       -0.09592957514481436, -4787.999330190764, -0.3076852758918759, -4788.307015466657,   0.0
                                 -0.01998469110039805,                                -0.019486115729155346,                                        -0.2266992427287947,                                        0.35661749758000577,                                        -0.1889286993687424,                                       -0.12059699740432146,   2636.72582910891,-0.12757493405379597, 2636.5982541748563,   0.0
                                 -0.07648122386313921,                                 -0.05421392796709228,                                        -0.7422546824100277,                                        -0.2103733609993166,                                        -0.3184830396487343,                                        -0.2585760931913509, -11926.15852546892, -3.0980512208850315,-11929.256576689804,   0.0
                                -0.027236047029643135,                                 0.052597997424180615,                                         0.0561584297087731,                                        -0.5388885988203139,                                         0.5982556928724055,                                        0.15519822124258242,-21709.308544288728,   -2.60949036535848,-21711.918034654085,   0.0
                                 0.038039216398850106,                                  0.07905170141295179,                                        0.08623882694684908,                                        -0.2468760599918348,                                        0.42640586426025373,                                         0.5006715412655335, -9656.876443411733,  -1.639089390258587, -9658.515532801992,   0.0
