galaxies.galaxy.bulge.profile_list.19.centre.centre_0,galaxies.galaxy.bulge.profile_list.19.centre.centre_1,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,     log_likelihood,           log_prior,      log_posterior,                 weight
                                 -0.10120275415216812,                                    0.330646100675511,                                        -0.3941377184018056,                                        0.37245850749889264, -3242.064930338106, -0.3976646992730696,-3242.4625950373793, 5.3639487425606185e-31
                                 -0.45459120336679637,                                 -0.07140215582855204,                                      0.0008988886334551204,                                         0.3530784525354756, -3267.542683942127,   1.055597900311346,-3266.4870860418155, 4.6199451302939196e-42
                                 -0.23552439873399333,                                  0.35846279856161506,                                         0.5505068873501971,                                         0.5484826676991528,-3305.1317593676004, -1.7611241987140056, -3306.892883566314, 2.1873021531713615e-58
                                  -0.3269827116138693,                                  0.06577865389677914,                                      -0.024310782013780795,                                        -0.2326733620152261, -3225.005693604649,  0.8857667286414883,-3224.1199268760074, 1.3747286951814966e-23
                                   0.1525083276938313,                                  0.48269983929204835,                                       -0.30389382156122363,                                        -0.3821243922369843,-3327.3631459593644,   0.671160070051087,-3326.6919858893134, 4.8410576959320455e-68
                                  0.12678499446009903,                                 -0.10637562537274078,                                        0.27422201439132815,                                         0.3001494309793577,-3192.9766431034445, -0.1943099551897451,-3193.1709530586345,  1.117524083319608e-09
                                  0.13757488889993552,                                 -0.08673602038777993,                                       -0.45383035039003927,                                       -0.35437147032948624,-3230.9869171283067,  -1.123165249799233,-3232.1100823781057,   3.47219915123219e-26
                                   0.5946600033737883,                                 0.060960608412160715,                                       -0.16716006809648346,                                        0.02167601407466483,-3317.3963750250914,   2.399143172802975, -3314.997231852288, 1.0314635318020768e-63
                                 -0.22781996957015943,                                 -0.09509761989324352,                                         0.5826704378184293,                                        -0.6716836480689123,-3246.0002751906327, -3.4822048482230428,-3249.4824800388556, 1.0480598049024292e-32
                                  -0.0665133850879223,                                  -0.3817578899717097,                                        0.17222406650028116,                                        0.03790733789677084,-3207.8795733506618,  1.2332578626078878, -3206.646315488054, 3.7670078104062773e-16
                                  -0.1978812876115655,                                  -0.7530285586838203,                                        -0.3491830417952841,                                        0.44148193130947627, -3362.224479971311,  2.1794184194239863, -3360.045061551887, 3.5063500057987644e-83
                                  0.23247591942822818,                                   0.5074627373488376,                                       -0.04794455909438106,                                         0.4495420764503411,-3292.3619146879323,  1.1672117629542407, -3291.194702924978,   7.68744213225373e-53
                                 -0.49023073162024866,                                  -0.5145973313883322,                                        0.17159098219679247,                                       0.011520233872307103, -3286.028888070466,  3.2137877577967306,-3282.8151003126695,  4.326935021210239e-50
                                   0.1363467779439778,                                   -0.135594585247536,                                       -0.04864016873616946,                                         0.4757497292412892, -3210.378908146126,-0.49336634343033603,-3210.8722744895563,  3.094205904700008e-17
                                  0.45506165989310343,                                    0.484870536116032,                                        0.07647726570855337,                                        -0.3471067795052754,-3320.0739231166795,   2.326500312308673,-3317.7474228043707,  7.089400581650562e-65
                                  0.20062318835881401,                                  -0.2507865790885303,                                       -0.06204701892904674,                                        -0.3645880577163982, -3237.418383003454, 0.38494822909451953,-3237.0334347743596,   5.59054936214448e-29
                                   0.4105221857463078,                                 -0.15990212260474318,                                        0.13297058127780037,                                        0.16246442422259247,-3260.3345054526244,   1.405237126924003,-3258.9292683257004,  6.238913439811191e-39
                                 -0.42916308807658005,                                   0.5685626177998863,                                        0.07437645082878368,                                         0.3529873177732113, -3339.138310246811,    2.66796609581389,-3336.4703441509973,   3.72435769687513e-73
