galaxies.galaxy.bulge.profile_list.59.centre.centre_0,galaxies.galaxy.bulge.profile_list.59.centre.centre_1,galaxies.galaxy.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.59.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.59.ell_comps.ell_comps_1,galaxies.galaxy.bulge.regularization.coefficient,     log_likelihood,            log_prior,      log_posterior,                 weight
                                -0.054460211402932446,                                 -0.08419394987078795,                                        -0.2654048605178184,                                         0.5073530353577914,                                        0.46255219242740253,                                         0.0693552843646238,                                24166.1757007452,             -1e+99,  -1.8931182939016942,             -1e+99,                    0.0
                                 -0.03817730663238204,                                  0.06978190773291434,                                       -0.10439142713788357,                                        -0.5356197211222534,                                       -0.06220594566923046,                                        0.20174012329171043,                               4.067478575469896,  4.232441307394765,  -0.5125470306285871,  3.719894276766178,                    0.0
                                 0.051790350908310134,                                -0.018703976149800572,                                      0.0026674985343812505,                                       -0.25710359003826777,                                         0.4105015937066059,                                         0.2827220656747685,                              268.71278492896744, -7655.134532606165,    -0.60022249378375, -7655.734755099948,                    0.0
                                 0.017939482126373557,                                 -0.09601900524679428,                                        -0.2536320598600881,                                       -0.33851938477500304,                                        0.08090506294070521,                                        -0.3477608305581297,                               695.1103792684587, -25593.55429087846,  -0.5572560062527712,-25594.111546884713,                    0.0
                                 -0.09076064030425389,                                  0.07251287747460747,                                       -0.05456498894072689,                                          0.142371822838218,                                       -0.11181859020792934,                                       -0.03955507541794782,                              0.5505887292428769,  -1108.73441501466,   2.7525027549987913,-1105.9819122596612,                    0.0
                                  -0.0668514114813645,                                  0.04491343785767246,                                        -0.2838302107059193,                                        0.17522779854160134,                                       -0.14424534333204053,                                        0.07163860924219054,                              1.7785943067862688,-3475.8128651093803,   0.9435729194713529,-3474.8692921899087,                    0.0
                                -0.029743486902846963,                                  0.05307458785175706,                                       -0.18260130083093215,                                       -0.11325239201846383,                                        0.10562055198467332,                                        0.13292827209221295,                          0.00015496213309029605,  2231.015852734569,    6453.916366803416,  8684.932219537985,                    0.0
                                  0.08588289817172048,                                 0.010984664264082886,                                       -0.21199750879531273,                                       -0.25351203235007436,                                        0.15151559691333213,                                        0.13642245818785986,                              1589.2682553557088, -25179.12619299584,   0.3065371639773142, -25178.81965583186,                    0.0
                                  0.05036442595303578,                                -0.006734714566100572,                                        0.41032421496043464,                                       -0.15699271027411377,                                         0.4803409011369842,                                       0.032027359659455065,                          0.00017430609126411066,  -33230.6424484756,    5735.817921708301,-27494.824526767297,                    0.0
                                 0.014648716583318538,                                -0.027508726010704268,                                        -0.1965266834353929,                                        0.47171434132936524,                                        0.18348170121303292,                                         0.3102599842171306,                            0.015799187639837453, -26807.97164311474,    62.26538707735286,-26745.706256037385,                    0.0
                                 0.045349986680974785,                                   0.0898852002780203,                                        0.14998381046527892,                                         0.1924618486122343,                                       -0.30942945657975957,                                         0.3253837373015674,                               65.70708451953614,-19248.354110797984, -0.29208696505083126,-19248.646197763035,                    0.0
