galaxies.galaxy.bulge.profile_list.19.centre.centre_0,galaxies.galaxy.bulge.profile_list.19.centre.centre_1,galaxies.galaxy.bulge.profile_list.0.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.0.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.19.beta,galaxies.galaxy.bulge.profile_list.1.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.1.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.2.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.2.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.3.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.3.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.4.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.4.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.5.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.5.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.6.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.6.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.7.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.7.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.8.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.8.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.9.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.9.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.10.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.10.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.11.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.11.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.12.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.12.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.13.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.13.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.14.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.14.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.15.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.15.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.16.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.16.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.17.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.17.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.18.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.18.ell_comps.ell_comps_1,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,     log_likelihood,            log_prior,      log_posterior,                weight
                                  0.09552674527848111,                                  0.43952562332155654,                                        0.1723415346886282,                                       0.22543902742768565,                          28.4409136662774,                                       -0.5028571128315321,                                      -0.17864269165937083,                                     -0.023615984572218623,                                      -0.06741335557152063,                                       -0.2979199926616307,                                       -0.1098082754882687,                                       0.19052630257759762,                                       0.07875605775238145,                                        0.2703891709979936,                                        0.2655423192060394,                                      -0.20517123247976948,                                        0.2622761503846783,                                      -0.08379310931551351,                                       0.03712573652044539,                                       0.19766420051490668,                                       0.02881524399092658,                                       -0.1005927647585672,                                       -0.2103155616179418,                                         -0.104965152172045,                                        0.20160313918612988,                                       -0.15006634301933347,                                       -0.13045398811766049,                                        0.09754537948883384,                                       0.054423537286416426,                                         -0.647438424831465,                                       -0.10870941916896691,                                        0.37241578885089205,                                        0.01568523912559678,                                         0.1861372422241029,                                        0.19121788018871305,                                        -0.2063542143313219,                                        0.07687162748637498,                                         0.4892740839510288,                                       -0.40735339528565556,                                       -0.22896756260574966,                                       -0.04164873115204546,                                        0.17796916903882035,                                         0.3338483255336886, -99801.93702540112, -0.03374040644690035, -99801.97076580756,                   0.0
                                 -0.10722883361103704,                                   0.5945892523306456,                                         0.264667777183791,                                       -0.4542074446816619,                         4.988060497703057,                                       -0.5561584937494412,                                       0.19775527206271581,                                        -0.519394073456569,                                        0.7920693889433725,                                       0.06371849522458907,                                       0.37966170576887115,                                      -0.37915176975425646,                                     -0.056667692602708625,                                       0.21249862401267983,                                       0.10391145621154706,                                        0.3688376862920691,                                        0.1457833892921547,                                       0.44651778037602824,                                      -0.17715948491652037,                                         0.553728431838392,                                      -0.06943890627735534,                                       0.15971111672782715,                                      -0.13796544879030978,                                       -0.10938009657797937,                                      -0.026546531817628748,                                       -0.23386516992103076,                                        -0.4185691362404546,                                       0.008869761391890005,                                      -0.020405692514038117,                                        -0.1576119734471975,                                       -0.22804862230484546,                                          0.483361798228906,                                       -0.32702773523360984,                                       -0.31371622022410844,                                        0.24045446332617917,                                        0.04036657556897853,                                       -0.13023269687841507,                                       -0.14111634932035994,                                        0.44599276169111374,                                         0.2101902128786132,                                        0.03834616230210346,                                        -0.5902611949273456,                                        -0.5366648748385092,-109473.07659140043,  -10.721237317999918,-109483.79782871842,                   0.0
                                  -0.4545419843725342,                                   0.4714330965445025,                                       0.36927031744925637,                                        0.3833237427209361,                         15.07553013162491,                                       -0.4248958893087536,                                      -0.16533662776065294,                                       0.17066896184123995,                                      -0.05957269520265302,                                       0.21831682228196128,                                      -0.18154078157683481,                                       -0.2759840223681805,                                       -0.2653704685391633,                                        0.4092440193249348,                                       0.05670305115621529,                                       -0.4204731343299633,                                      -0.31549634656534836,                                       0.39165430483825314,                                       -0.0427802724844567,                                      -0.00871384500901172,                                      0.012669917279838626,                                       0.35668971866361127,                                        0.1648378626393039,                                        -0.1697905315137103,                                        0.16215385156164058,                                      -0.005193256973029924,                                       -0.00726373601855344,                                       -0.03110240411037915,                                        0.11296200344160558,                                         0.2494096944211626,                                       -0.20973580365025768,                                         0.3254340471138896,                                        0.02675667035942843,                                        -0.4012699330969748,                                        -0.5102835398001804,                                        0.08538872348158803,                                       -0.10064519207716248,                                       -0.11348688031360718,                                       -0.18084911248324795,                                         0.1768066214545977,                                       -0.12683987705909636,                                       -0.32619122085432245,                                       -0.17760311395866377,-112942.45514494875,  0.15492536000067358,-112942.30021958875,                   0.0
                                 -0.39202734211962903,                                  0.19544011762213706,                                       0.12445195709995382,                                       0.23426074590238793,                        18.605285500347687,                                      -0.18694933096782343,                                       0.16115333986012953,                                       0.08354269195964338,                                      -0.01466780897020044,                                       0.05782397732727097,                                      0.032964581273175274,                                       -0.2492117923626575,                                      -0.05121011463434707,                                      -0.22450804449537992,                                        0.2634028558791422,                                       -0.5716669810786909,                                      -0.27976463032549187,                                      -0.30453077173620063,                                       -0.7874512018366138,                                       0.30189976656022066,                                      -0.10492286795058735,                                     -0.024045759650065113,                                       -0.2567731290986343,                                        0.06484354288420871,                                         0.7526682632673078,                                       -0.44204727846656144,                                         0.3298267549250073,                                       -0.06099531174215631,                                         0.7891381965255624,                                      0.0008272485322435254,                                        0.12092054485165178,                                        0.17517559363475138,                                      -0.040443946043111745,                                        0.04992785996484933,                                       -0.10852227223454274,                                        0.03943134628655066,                                        -0.3029490267834887,                                        0.21975833551855642,                                        -0.7989235781785397,                                       0.005476068459907625,                                        0.11564571307946354,                                       -0.07369450017629582,                                         0.3212860647799044, -87175.98650293767,  -10.156738490806239, -87186.14324142848,                   0.0
                                  -0.2895640786645985,                                -0.010516360453125482,                                       -0.4636971957066252,                                      0.035697737476324085,                         2.431257551627021,                                       -0.2051512109129368,                                       0.16709221888509998,                                      -0.46978034979061234,                                        0.1300651521974245,                                       -0.1344222418615126,                                        0.3176754243338113,                                      -0.15825737492400443,                                       0.08724192985798464,                                      -0.03209103152224686,                                       0.12297722511542299,                                       0.17980115857816723,                                        0.3071893491765075,                                       -0.2634301398263403,                                       -0.2979801750589628,                                       0.13482447858646648,                                       -0.3551248007329975,                                        0.5374703957310802,                                      -0.44925106070143855,                                        0.26125390545737287,                                         0.1377839741582743,                                        -0.1325731567231432,                                        -0.2919579202473818,                                        0.21241445998955513,                                       -0.08785948155710147,                                        0.20471517250091256,                                       -0.24610099099470675,                                        -0.5188975946876941,                                      0.0012073383606099866,                                        0.14759431139720658,                                        0.24417914303473845,                                       -0.29164119466941735,                                        -0.1294898287523574,                                        0.40199141536511684,                                         0.2072471074102257,                                       -0.03347237166565841,                                       -0.36239728290640005,                                        0.10530684511639586,                                         0.5761504740838612,-149216.96099443606,   -5.261572620516364,-149222.22256705657,                   0.0
                                 -0.18008770728769763,                                  0.48105864204450854,                                     -0.024126299077776237,                                       0.08816052483153165,                         21.28793868617777,                                       0.32068052720969387,                                        0.7706010887615853,                                        0.3158460329810577,                                      -0.43476616637501825,                                       -0.2946216473428991,                                        0.2224148286901327,                                        0.1091280207458592,                                       0.18187738153535093,                                        0.4326723528303093,                                       0.15030935602491616,                                       0.36323917817751933,                                        0.1041032674581789,                                       0.20519224306585396,                                       0.18758299830302153,                                        0.2217247949357604,                                        0.4172910981375909,                                        0.2974859924684042,                                       0.15323476490315124,                                        0.19173956992559205,                                        0.03423740485946013,                                       -0.08143290795102005,                                         0.6023043992555404,                                        0.11753528600270569,                                       -0.07138839987710277,                                         0.3635759046373548,                                          -0.25760004167501,                                       0.000399539302065946,                                        0.22413865601988905,                                       -0.08753774881406695,                                        0.13581109321354212,                                        0.17727749649379296,                                        0.20253528610103028,                                       0.019114791891227435,                                        -0.7476134388161638,                                       -0.42655564670376006,                                        0.13499497842728472,                                         0.3695121026925851,                                        0.05508551332807423,  -89652.8642515438,    -7.16970436077463, -89660.03395590457,                   0.0
                                 -0.27073365779579295,                                  0.10042945736885207,                                        0.2960722325057133,                                       -0.5682551621295907,                         27.25667245957378,                                       0.34372917551300164,                                        0.1564647579568808,                                        0.2147072425008477,                                       -0.0237307091946377,                                     -0.053629403233643395,                                        0.3023768214083669,                                         -0.46035385172876,                                     -0.026776592270359993,                                        0.3428612316705175,                                       0.11099754228736397,                                       0.05516153626323226,                                       0.28315049097132006,                                       0.21668186302318534,                                      -0.11523984343890387,                                        0.2773652621174716,                                       0.01675701339609158,                                      -0.19633674021284112,                                        0.4936149603952996,                                       0.056345051155143176,                                         0.1051705673891676,                                         0.3844325749680807,                                       -0.09521046140275059,                                         0.3721224717840608,                                       -0.24207548018101063,                                         0.4753190857528756,                                       -0.26568386561716667,                                       -0.27457474527290027,                                       -0.18908393829373252,                                       -0.27438970995573575,                                       -0.00841879408544087,                                        -0.1487609435588243,                                        0.24180178119468132,                                        -0.5904895407559583,                                       -0.19926445032945786,                                         0.0733339084010493,                                        0.03297432439946187,                                         0.4625099829029361,                                         0.3167108559773271,-112822.46547134749,  -5.7699919832593975,-112828.23546333076,                   0.0
                                  0.09369721885961325,                                  0.23027977033402527,                                      0.058680288481751997,                                        0.5066635794768451,                        13.850825889847858,                                        0.3276530572526179,                                       0.30963987588562036,                                      -0.15234676382294957,                                      -0.08969410019996267,                                       -0.5510183566078201,                                      -0.10566591579153796,                                     -0.017405400351473886,                                       0.31357955187661307,                                       0.25636404013262243,                                        0.3577864546151522,                                     -0.024972279285319678,                                       -0.7126106051579372,                                      -0.41523563835028393,                                        0.2074915890291519,                                      -0.34304417729486153,                                      0.005226811884798549,                                      -0.14216263739209486,                                        0.2395878518323567,                                         0.1392573801293707,                                       -0.18985013350949773,                                         0.2045217714101039,                                        0.05705804815306628,                                        0.05797081672815544,                                        0.06265689641554348,                                        0.14413278712587627,                                       -0.14302960104813509,                                        -0.6686222942212694,                                         0.0999335379869306,                                        0.07934670297884318,                                        0.36818644618118945,                                       0.027340060238684422,                                        0.11163390316459772,                                      -0.013016087444979415,                                        -0.3168329290885786,                                        0.15803746128603705,                                        -0.6302455265089746,                                        -0.6711412672604875,                                      -0.012352067126007702,-112019.98562243802,   -9.084765166297252,-112029.07038760431,                   0.0
                                 -0.11178792910441379,                                  0.05548851633789841,                                       0.08698614997004812,                                       0.03264239084825381,                         20.16962052663399,                                        0.1661201117099317,                                      -0.12024680514799943,                                        0.1162001461954037,                                      0.024914582701082846,                                      -0.19080662369309678,                                      -0.24396468340672564,                                         0.305158690658274,                                      -0.04613574484865336,                                       -0.4666810189484878,                                      -0.38550505648230865,                                        0.0702045725228323,                                       0.19836606604797077,                                      -0.10363308620631331,                                        0.6447949275429684,                                        0.3733404912419333,                                       -0.5367740165222611,                                      0.003256752450860468,                                       0.12246301093686462,                                        0.05645811285712848,                                       -0.03448737029809375,                                       -0.21196899537084732,                                       -0.25332110374059513,                                        0.19273522909382615,                                       -0.05001137918760643,                                       -0.11367304875936383,                                       -0.23853233806379973,                                        0.18548673813968983,                                        0.42084281107451754,                                        0.35870433979065103,                                       -0.04768364849609715,                                       -0.10626705348300097,                                          0.337928193890878,                                        0.08534820160657956,                                        -0.6238658217349058,                                       -0.21373936579374073,                                        0.21731961849326173,                                        -0.2071337358254531,                                       -0.20685788136990066, -87705.55163332062,   -4.042639515127789, -87709.59427283575,                   0.0
                                  -0.6404231303423642,                                  -0.2445624300908372,                                      0.029272203442522224,                                        0.0410249564704341,                        7.3909130235523115,                                       0.16434923707457186,                                      -0.09140169960500698,                                        0.2543718221760042,                                      0.014458121886806497,                                       -0.2764358438069349,                                       0.41560329475368346,                                        -0.720956673496122,                                       0.15778706343255883,                                      0.026487764806544606,                                       -0.4004622269501446,                                      -0.21242344005747862,                                        0.0335166802908671,                                      -0.05547563788649717,                                       0.05974545120951405,                                      -0.39706562469781653,                                        0.2215810489408326,                                     -0.018429667855481634,                                      -0.09814141434247892,                                        0.17722681435913176,                                        0.32017053360872116,                                        0.24121088720324638,                                       0.040688741296914126,                                        0.13548542486145265,                                         0.4435383541279249,                                         0.2952105583670013,                                       -0.16615968834969239,                                        -0.3717228366551572,                                        -0.3996958571112339,                                       -0.09913783310625032,                                        -0.0889449195052519,                                        0.17617983530830003,                                        0.23237373722235743,                                       -0.16158712981906143,                                         0.2528191247764379,                                       -0.25510726619242347,                                       -0.06799532217269268,                                         0.3040537352347198,                                        -0.1628797431424794,-102700.08984869035,-0.010951242066809863, -102700.1007999324,                   0.0
