galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.psf.centre.centre_0,galaxies.galaxy.psf.centre.centre_1,galaxies.galaxy.psf.ell_comps.ell_comps_0,galaxies.galaxy.psf.ell_comps.ell_comps_1,galaxies.galaxy.psf.sigma,     log_likelihood,            log_prior,      log_posterior,weight
                         0.3472195140131632,                        0.04915156977392273,                     20.24256695393583,                3.6156924411726505,                0.04569706598812023,                0.19739733623202993,                     -0.20964516063663538,                     -0.14635192871251032,       3.2260141030683194, -141217.9036226043,  0.32527482991592765,-141217.57834777437,   0.0
                        -0.8398511570790086,                        -0.1142577289596963,                     28.46984507774777,                 1.434617832917009,               0.018788714002570404,                0.16716930131941268,                      0.13256205437440227,                      0.26522178502790394,         4.40318899236444,-152112.42799262836,   -3.178770609874345,-152115.60676323823,   0.0
                        0.06559801328194197,                       -0.14261559207661537,                    27.400316049896432,                 2.309901727491156,                0.33165241977104903,               -0.36085256805984295,                      -0.5035489107977817,                      0.17035551100748408,       1.3445760164303637, -148681.0301503447,   0.7712548811204144, -148680.2588954636,   0.0
                         0.2126515137712378,                        0.32853196437490734,                    1.4154634357838525,                 3.905800765624784,               -0.12473504271415606,               -0.05638890677895908,                       0.1915742064832273,                       0.3264087217781982,       1.9386846945704372,-106020.77051303949, -0.39897733970393107, -106021.1694903792,   1.0
                       -0.04633017324643626,                        0.21506275415828277,                     9.935765351114439,                  3.39390721405269,               -0.32393708898368184,               -0.16126167466587207,                      -0.5812646418142067,                      0.38198726838898006,        2.090930636250378, -137162.1120173827,   -1.085544319700813, -137163.1975617024,   0.0
                         0.5315303560835914,                        -0.6019941255032042,                    28.730777353042264,                1.3845174440238632,                 -0.340572274897576,                0.12349040873329781,                      -0.2500716902998659,                      -0.1393382926630051,       0.9140640934652783,  -138646.911212586,   -2.165501743666166,-138649.07671432968,   0.0
                          0.505613132090505,                       -0.26268402814291913,                     6.065001688525211,                 4.204461721536703,                -0.7987715580518573,                 0.7112398009867119,                      0.41077886786813506,                       0.2217705430854958,       1.1476565287641116,-154701.95343755404,   4.4842880763413335, -154697.4691494777,   0.0
                         0.1738048229305939,                          0.504928909005243,                     3.371040036564202,                1.2717008897088966,                -0.2113493452424629,                0.05775808443260192,                      0.08487150634084077,                        0.358882780114576,       1.1622720324271518, -146174.8321755705,  -0.9295222927238646,-146175.76169786323,   0.0
                       -0.03893691344855135,                        -0.3247787371233023,                     22.22872503533536,                 3.619279841353867,                -0.0480989605379432,                0.06661140148991226,                       0.3174662379273855,                       0.1268303420218699,       0.7657340241893634,-135351.13564744423, -0.06263712806513541,-135351.19828457228,   0.0
                       0.024690040353576387,                        0.49128608179138267,                     11.88695449375258,                3.6256219327464265,                0.24869618242949748,              0.0005857934902346066,                     -0.24456584647313842,                       -0.151030798702843,         2.79086456715269,-139644.47734019198,  -0.3161191446169943, -139644.7934593366,   0.0
                       -0.34799277010909074,                        0.13713574530200107,                    27.259024980329535,                 1.470685318313984,               -0.08898348440514854,                 0.2930053444806909,                      -0.6423271198243486,                      0.05215969631727066,        4.685222450530259, -152813.9810523388,  -1.4199831319216858, -152815.4010354707,   0.0
                        -0.1514727221533039,                        0.14043947982616994,                    1.6727932541027102,                3.6867615489166585,                -0.2617461730210834,                -0.3534329725868374,                      0.37058909279500274,                       0.6957225519635509,       4.5392439198523435,-129743.41109925958,  -1.4709148084692858,-129744.88201406805,   0.0
                        0.18008757534899567,                        -0.4429543483413218,                     8.317931865499322,                1.0738228675837447,                -0.5497626076886588,               -0.09179477006031093,                      0.27067341407775464,                      -0.6010714461084448,       1.4835951685261684, -151838.0568638668,  -0.8149059887192042,-151838.87176985553,   0.0
                         -0.131482751032623,                        -0.4320313381801691,                     6.959749869878578,                2.6229643891600274,                 0.0313144370096329,               0.026688741767436505,                        0.082792902516452,                      0.02079963232080235,       3.1885332834917723, -138986.6468442542, -0.02050227869900445, -138986.6673465329,   0.0
                         0.3176005244147299,                      0.0007191689372291835,                     20.85982453705544,                3.0915754668884476,               -0.26856724475196264,               -0.23211247609624786,                     -0.08523187476359312,                     -0.21112525678257849,        4.311583488975669, -144500.8354671662,   0.9952133166997074, -144499.8402538495,   0.0
                        0.37885942545467877,                        0.20775109477623202,                    2.8089744963996557,                 4.216408126243407,                0.11262213787036243,                 0.2745481073648384,                      -0.5584606089313333,                      0.20681846085122393,        3.622565796908459,-127193.51729701819,  -1.3746884032490982,-127194.89198542143,   0.0
                         0.0456237986039034,                        0.20418620730421785,                     3.330490965669506,                3.7026910793089796,               -0.22044923880455558,               -0.10796280345828396,                      0.21640396684115296,                      0.35017024130916796,        4.918725086596695,-119847.44549962106,  0.29374004520608554,-119847.15175957585,   0.0
                        0.05344551428699656,                        -0.3843740532978677,                    15.956731092901043,                 3.135424170374666,                  0.259894908932487,                0.08525198270613728,                     -0.04961098206466121,                       0.0918279804701022,       3.8698516474346194,-142225.94808760416,   0.6620143788451984,-142225.28607322532,   0.0
                       -0.21081308032966067,                           0.65756616271637,                    5.1851826088970485,                2.8977936045520574,               -0.20355046249010697,                0.09682624672258783,                     -0.16732640465637674,                       0.6055851911825633,       3.2530638248192014, -143315.9187134077,   -3.416200347198274, -143319.3349137549,   0.0
                       -0.12364352827052356,                        -0.0419614696883703,                      8.87048931776669,                3.6609836042193136,               -0.23872041574489392,                0.15192991048052776,                      -0.4667507392075333,                     -0.38633865602763906,       3.6082032966976865,-131338.47757882215,  -0.5458298599395731, -131339.0234086821,   0.0
                        0.48847771964909903,                       -0.10848855433936379,                    18.863001767234454,                3.7642939679285465,                 0.2663467273743381,               -0.07869068248368356,                      0.09054379038680459,                     -0.35935676491030105,        4.358272984147163,-142919.54284615797,  -0.5818895636411904,-142920.12473572162,   0.0
