galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.psf.centre.centre_0,galaxies.galaxy.psf.centre.centre_1,galaxies.galaxy.psf.ell_comps.ell_comps_0,galaxies.galaxy.psf.ell_comps.ell_comps_1,galaxies.galaxy.psf.sigma,     log_likelihood,            log_prior,      log_posterior,weight
                        0.06313504602058866,                        -0.0389519037199103,                    24.374194902672567,                 3.092708871750278,                 -0.657785640360128,                -0.0866289071740453,                      -0.2685804614554684,                       0.7095981537846232,       3.2549479993152075,-146559.88843343686,  0.36033896991667547,-146559.52809446695,   0.0
                       -0.49207691961340655,                        -0.6849186188217634,                    11.665557586333929,                 3.819587889198915,                -0.2832357806755831,                 0.3500204232431747,                      0.24344999482040544,                     -0.18335160838794584,       1.6970765319264436,-147485.71746306593,  -2.1975518334818958,-147487.91501489942,   0.0
                       -0.21622906201540334,                        0.32952461230536817,                      27.3229976264886,                1.9065096711123153,                0.19034473036910438,               -0.23705617247491834,                     0.012221083088976912,                      0.22828773805741462,       0.1617842819228521,-125216.35750635368,   0.5036856056994234,-125215.85382074799,   0.0
                        0.13661851076516193,                        -0.5156056979544298,                  0.018675613037499872,                 4.897800578614735,                0.11155435673788612,                0.24562348336072035,                     -0.08218061331555007,                       0.6809060752947375,       1.2228460764041849,-134391.45385194535,  -2.6460140689280927,-134394.09986601426,   0.0
                        0.16575471575367412,                       -0.40664557138535967,                     4.341031016680345,                3.6608406164319245,                0.39879866775649286,               -0.12204904373852074,                      0.15727261552052768,                     -0.14255951402714803,       3.3414330083528103, -135052.4021292274,   0.7882555370003519,-135051.61387369042,   0.0
                       -0.18932938482051886,                          0.094113679595725,                      10.5383615266857,                 4.547604344339808,                -0.5059184459695386,               -0.28345981390925323,                      0.14723423415093126,                       0.3577289470298242,         3.32639454187258, -139487.4152439683,   1.9321933750750788,-139485.48305059323,   0.0
                        0.28195852857497317,                       -0.41636934003613874,                     3.626089503461639,                 4.164954871856936,               0.029665575720802053,                 0.2667535020200614,                      0.20155216722660615,                     0.013067315636865617,       1.4223848834032808,-130796.12762129052, -0.08765447474845434,-130796.21527576527,   0.0
                       -0.44065024228276134,                       0.011182083784538869,                    17.376702037688744,                 4.337540468236255,                0.27030913074840823,                -0.2228339902889878,                       0.3918778421364086,                     -0.06920732207808387,       1.6372546476321141,-136476.84924932878, -0.13383761601001032, -136476.9830869448,   0.0
                         0.4278876943643842,                         0.4485232497651341,                     5.026205600746813,                3.7113705889735593,                0.01693595192705709,               -0.05266092205554465,                      0.10817262424863582,                        0.646696613112922,      0.18938038933239254,-132052.58111426723,   -3.362644578361317, -132055.9437588456,   0.0
                        0.01665347016659202,                        -0.3998024775615043,                    5.6938593247848255,                 4.270147457300241,                 0.6749949512240518,                0.32904489188884084,                      -0.2728590221050189,                     -0.40721265492128267,        3.874231980335454,-146042.47020178533,   2.0518775610194404, -146040.4183242243,   0.0
                       -0.07803041320187792,                        0.36681082977287455,                    2.5678168281224547,                 2.982336413639592,                  0.362208471668679,                0.21535037282168387,                      0.24748563016865593,                     -0.18335089282216457,        4.979901293595889,-133683.46624080278,    0.821710722742611,-133682.64453008003,   0.0
                       0.035775285104246116,                        -0.4706666062628595,                     27.59523941002761,                2.4738455085737954,                -0.5588374537290759,                -0.6174155168514329,                       0.1376348064288968,                      -0.0786380638471557,        1.879926168302804,-150650.45702058048,    3.618943317611866,-150646.83807726286,   0.0
                        -0.5412366120951827,                        0.47125245781479297,                    0.9294991401874131,                 4.524774618991689,              -0.013357317188346913,               -0.07444466864410577,                    -0.050034565524263636,                      0.04048669282473226,       3.2288437443095996,-121357.13858283848,  -1.7088631409299233,-121358.84744597941,   0.0
                       -0.28936862521753587,                         0.5797120152403971,                     9.977554279842744,                1.9227792017675625,                -0.2721270975586842,                0.08247078495182744,                     -0.04861813227697778,                       0.2013622463185722,        3.842650689277225,-148028.15417069854,  -0.9778517998566347, -148029.1320224984,   0.0
                        -0.2649670596781339,                       -0.12960206320180745,                    1.9201901751782668,                2.6179520436400514,               -0.07910386115960581,                0.08942523224467634,                      0.16111520131614443,                      0.11972834599891857,       0.7202127670874825,-112203.37893351627,   0.5155547661855923,-112202.86337875009,   0.0
                        0.31047361377495925,                         0.1367178838622216,                    23.235060717071487,                 3.726444534068179,                0.02867913215052837,               -0.23682457562698683,                     -0.08757896002968112,                      -0.3215910884452224,       1.9966999120179358,-141431.81508073365,  0.20319229193752092,-141431.61188844172,   0.0
                       -0.06064649924342332,                         0.3997071969407974,                     6.642577009925008,                2.5955699748464234,               -0.15673140495725965,                0.29733311418759156,                       0.2568314477666893,                       0.6013728259549566,        4.924280498270251,  -139675.578077022,   -1.512450044949526,-139677.09052706693,   0.0
                        -0.1520336597681956,                        0.16509457090190513,                    21.461158217423453,                2.0649770683308994,               0.005364396000340952,               -0.49132509253456386,                       0.6084035137101331,                      -0.1662636189523036,        4.543191981724944,-149458.15839357296,-0.004983149415270477,-149458.16337672237,   0.0
                       -0.32429908895431964,                         0.1519258947542656,                     9.446832005369416,                  3.05196927317124,                0.08122407871889863,                0.15007442194123002,                       0.4624863963806977,                     -0.11536561453790256,       2.1269965223310328,-137024.96496150157,   -0.669398877951199, -137025.6343603795,   0.0
                        0.05401744331719456,                        -0.0712472877968724,                    18.949828793137918,                 4.819208650597128,               0.027064510181706563,               -0.09596116284502589,                     0.045633812125701674,                      0.01348608271230757,       2.3895867624009344,-129500.37493436043,   1.1418080021189736, -129499.2331263583,   0.0
                       -0.07290289546074363,                        -0.6171627571022508,                    18.576689426417584,                 2.406412123623223,                 0.1306387888834139,                0.19874844430212707,                       0.5357757186462093,                     -0.08234883088583729,        2.932086157597236,-148237.26623109824,    -2.32017459418802,-148239.58640569242,   0.0
                         0.2258944285586907,                       -0.05852435354087121,                     5.329703958297723,                1.8942954152275524,              -0.060388076605182375,                 0.3828851162713336,                     -0.26000088591969767,                     -0.11026281201071014,       0.7372808570964146,-133929.04465108833,   1.2326598788214918, -133927.8119912095,   0.0
                       -0.02578938055455512,                        0.28495218078989104,                    27.556334581878595,                0.9300708013915967,                0.28887910764075925,               -0.07733576296259509,                      -0.2063180678339882,                      0.09823309337141706,        3.437384603983407, -154187.1649022715,   0.8955279064578424,-154186.26937436505,   0.0
                         -0.757067697451583,                       -0.31059043016557886,                    0.4680720284605444,                 3.403840670231353,                -0.2737660500537085,                 0.2742968067806251,                     -0.24114876103737884,                        -0.25816900651985,        2.604133092996009,-140262.56239542374,  -2.4355138833771064, -140264.9979093071,   0.0
                       -0.37676653785957737,                      -0.012652146487793677,                      7.39037324423307,                3.1863625575861496,                0.10532062969521241,                0.10443100185719441,                       0.4580222804778773,                      0.03672378329346051,       3.9132823865525057,-133627.10245831276,  -0.6966949445235234,-133627.79915325728,   0.0
                        0.14946909201404546,                       -0.07088013815792901,                     20.81076265919592,                3.6901622704946737,                0.07943940809298601,                 0.0811175316573109,                        0.502310179609827,                     -0.17389156622781718,      0.32240080963457485, -130440.2942930358,  -0.5065851998045433, -130440.8008782356,   0.0
                         0.0468096174485931,                         0.6302057551623281,                     9.199207580289947,                 4.524236524962055,                0.12076339136747258,               0.009475371673297909,                       0.5378970625565429,                     -0.48265566224625067,       2.1434125974082603,-137706.42553698385,   -3.895132253529745,-137710.32066923738,   0.0
                      -0.026008405370059506,                        0.25087540210260034,                    21.165273948836028,                 3.018758632306591,                 0.1827349662877083,                0.06497544346940423,                      0.04604164233814122,                      -0.2254111040510411,       0.8739302147677802,-134024.45237004085,   0.7050653350107331,-134023.74730470584,   0.0
                       -0.08877831380434044,                        -0.6141093173811166,                   0.38389260964248106,                1.0963645894663308,                0.15074221499739118,                 -0.445324380472402,                       0.3091267890955455,                     -0.05010741549498237,       0.5605151960107035, -134983.6167246836,  -0.3122342275691643, -134983.9289589112,   0.0
