galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.disk.effective_radius,     log_likelihood,             log_prior,      log_posterior,weight
                      -0.10242254252819617,                      -0.06078954072557766,                    18.471169457901905,                   22.121546453936237, -34923.67659424251,    0.4929758232592225, -34923.18361841925,   0.0
                      -0.07851017078569703,                       0.16457838183779985,                     21.88325473317958,                     9.12354338721704, -36747.46190677412,   0.38706390545043834, -36747.07484286867,   0.0
                       0.08791639794695372,                      -0.34305546370682644,                    24.290753385118208,                   20.432280366313655, -62703.83466169294,  -0.12497194744914433, -62703.95963364039,   0.0
                      -0.21290261503849528,                      -0.09308828683064695,                    28.987850920824055,                   18.801771569364625, -44024.50116276948,   0.27182467239406843, -44024.22933809708,   0.0
                        0.2824078220593267,                       -0.3217152471959372,                    13.359312009531951,                    10.95193520507646, -67711.09530251379,  -0.44629713651338043,  -67711.5415996503,   0.0
                      -0.17589560492589737,                      -0.37759010894339795,                    15.301135007748151,                   22.106685177758493,-51846.134902459984,  -0.39217866965504256,-51846.527081129636,   0.0
                       0.34599278554379537,                       0.19871621601629383,                  0.026255186525597773,                    5.047558116199523, -67688.05941807946,  -0.31265415827756815, -67688.37207223773,   0.0
                       0.07214278710036726,                        0.1428148877391249,                    29.192394767563567,                    24.90542813554822,-48728.066722019015,   0.42955955430932824, -48727.63716246471,   0.0
                        0.5162832684518354,                       0.11377118963156753,                      26.2221957616136,                    9.975835490447997,  -83559.4860582634,   -0.9809494622625844, -83560.46700772566,   0.0
                        0.2669720212262947,                       -0.2456123329855969,                   0.12347312393817367,                    17.90605091988928, -62949.65680449988,   -0.1593226920336336, -62949.81612719191,   0.0
                       0.31339707261457317,                      -0.23905861204807424,                    21.174370030135513,                   29.340180039316515, -69623.40135750338,   -0.2913630636194937, -69623.69272056699,   0.0
                       0.15602611746675552,                       0.09840505897053824,                    17.358927781339244,                    28.54740852852269,-43371.213957680426,   0.38274271501934404, -43370.83121496541,   0.0
                        0.5890092388720656,                        0.5449397131077671,                    2.6160014061987793,                     6.31236717129411,-107536.85857981592,   -3.0053876707355487,-107539.86396748666,   0.0
                       0.01876763877433762,                       0.16080798151014844,                    0.7194318239599207,                    7.380129057586904,-14738.747715784373,   0.42616645824274757, -14738.32154932613,   0.0
                      -0.24332506497513987,                       -0.3385615719240775,                     17.18516318137704,                    6.223646314144724, -49907.79775052159,    -0.393942397570175, -49908.19169291916,   0.0
                      -0.21233509933916914,                      -0.24088316407591093,                     11.28433772906186,                    19.52727931796288,-33884.163668638714,-0.0010527748909457124,  -33884.1647214136,   0.0
                       0.20209451458696032,                      -0.22325880019315233,                    19.225716844519802,                  0.23112053652869613,  -33979.8468742148,   0.06797060542445452, -33979.77890360938,   0.0
                      -0.35847464212032015,                        -0.528435044191899,                    1.7638860786269372,                   18.761815188896733, -59774.52709454097,   -1.6934792850397726, -59776.22057382601,   0.0
                      0.020847994328019117,                      -0.25916274627669317,                    28.457037857596923,                   28.645876141345582, -56678.40655125656,   0.19623014300582275,-56678.210321113555,   0.0
                       0.25744015814929705,                      -0.07013979373991232,                    17.684343524013123,                    9.855631815546781, -54531.71863955286,   0.17625759984674616, -54531.54238195302,   0.0
                      -0.33617225219251734,                      -0.24647966197011784,                    29.435146955867165,                   2.1633227249416587, -52160.72936938593,   -0.3935700735714789, -52161.12293945951,   0.0
                        0.3420160261792376,                      -0.23865818336638966,                     18.02131624702985,                   22.090720893276835, -70560.29979133993,  -0.39450720547197426, -70560.69429854541,   0.0
                     -0.046842956027742064,                       0.10153814470847666,                    2.9617565518831412,                   12.588974801201514, 250.78434303255563,    0.5023174239220574, 251.28666045647768,   0.0
                      -0.05396431355093602,                      -0.17065392500218465,                     25.28620940493329,                   26.826267223152733, -47376.39768876225,    0.3938138022808437, -47376.00387495997,   0.0
                      0.014517381482911906,                      -0.17316220302246482,                    29.418025168803627,                   23.890637563880237, -52752.53004610821,    0.4040305041417396,-52752.126015604066,   0.0
                        0.3803945126201878,                      0.018380399827532094,                    21.800942776705433,                    9.798211398671764, -67206.81832397575,   -0.2339801703507962,  -67207.0523041461,   0.0
                      -0.43413065348552843,                       0.41348216234884105,                    2.8080237481233183,                    6.449121204726195,  -38953.4069223206,   -1.4250862733901026, -38954.83200859399,   0.0
                       0.42903621183784046,                      -0.37755642237979414,                     5.399436393870005,                    6.625566908124947, -85138.55783771139,   -1.2427751637898168, -85139.80061287517,   0.0
                       -0.4292226415961433,                       -0.5009470233349353,                     7.005848237178258,                   16.140525061942764, -71434.32257460807,   -1.8458811254482042, -71436.16845573352,   0.0
                       0.20250805926876425,                       0.40794379241132867,                    21.718601389226805,                   13.708331846562938,-59899.192112775956,    -0.580590323163954, -59899.77270309912,   0.0
                       0.33859871736569563,                        0.1596043667340978,                      28.6327169471496,                    16.15929146959851, -66445.16433434437,   -0.2066736200892211, -66445.37100796447,   0.0
                       0.07485678421904217,                       -0.2941712659874935,                    3.8327810006488106,                   22.345376994600016, -32003.16673075848,  0.059895121055144135,-32003.106835637424,   0.0
                        0.4797787786457044,                       0.03317047916753956,                    13.314106491814979,                    26.42436952640134, -74253.36621196521,   -0.7131475747818954,    -74254.07935954,   0.0
                     -0.017822365671414053,                      -0.26875256221864063,                     19.52700759555858,                    19.52364898839918, -49351.50395214969,    0.1687545402723165, -49351.33519760941,   0.0
                        0.0983686897115182,                        0.3874939963242452,                     25.89320503462992,                   24.438647645700584, -54041.57085248695,   -0.3161477924259348, -54041.88700027938,   0.0
                       -0.1198896616493902,                        0.4592062890523061,                    21.328666605633305,                    9.817296852181984, -47225.01306081529,   -0.6795697400520475, -47225.69263055534,   0.0
                        -0.627115962526758,                     -0.053001322273186734,                    15.456542338664521,                   28.335181502926982,-55118.570228953635,   -1.6286787608463422, -55120.19890771448,   0.0
                      0.062097367400133247,                     -0.020637656644534045,                   0.09903708340393336,                   13.013118192895822,  -61962.2699058543,    0.5479966542023447,-61961.721909200096,   0.0
                       -0.1727363516794114,                        0.1869818364446533,                     1.809287825560023,                    20.33477648160073,-3571.5328394335984,    0.2117852184138804,-3571.3210542151846,   0.0
                       -0.6849660353254802,                      -0.11670434134578693,                     26.72268480163536,                    20.58217319348314, -67316.01587159815,   -2.1104276620679667, -67318.12629926021,   0.0
                       0.19263801376989056,                       0.42659300218995166,                    27.029447512200715,                   17.823776423955593, -62772.00782794298,   -0.6453866677800991, -62772.65321461076,   0.0
                      -0.11227630795716671,                       0.09107065778950722,                     9.850311169372194,                    6.792287731792017, -16937.25797610415,    0.4556753312640042,-16936.802300772884,   0.0
                       -0.1409114273585527,                      0.003896943301642869,                     2.621763575624634,                    20.02416341199854, 1049.8989373595118,   0.46138987299392187, 1050.3603272325058,   1.0
                       -0.8890885620272556,                       -0.5136873948424351,                     24.92775556295389,                   0.8373555517477549,-203752.45658249207,    -5.285732317119301, -203757.7423148092,   0.0
                       0.05239965760732968,                      -0.09026639696211931,                    12.750248960489712,                   28.209668945908803,-33840.895223080544,    0.5112647062685476,-33840.383958374274,   0.0
                     -0.010674636910077492,                       0.23587135909587206,                     27.86895844767024,                    9.603073030014587,-45097.558810985116,    0.2620674875073946, -45097.29674349761,   0.0
                       0.03523398554185528,                       0.05367498915106571,                    11.071842760463749,                   27.022968519418708, -25811.36698810551,    0.5488830859372009,-25810.818105019574,   0.0
                       -0.3689609495385498,                      -0.06941649565864115,                    29.115127693885263,                    5.483834195602441, -44369.02775905916,  -0.21127465826493097, -44369.23903371742,   0.0
                      -0.30886979980295676,                       0.23357375955295395,                    10.119727943169691,                    9.964954130947469,-22254.004534361244,   -0.2613103373099605,-22254.265844698555,   0.0
                      -0.15076439251401733,                        0.4038911824780272,                    23.565580840943763,                    2.575571943031915, -44387.01352818579,   -0.4607588648188494, -44387.47428705061,   0.0
