id,galaxies_galaxy_bulge_centre_centre_0,galaxies_galaxy_bulge_sersic_index
539f11177df7c7942cadb32e1a3cbd5e,-0.21737131257153253,6.3474537660662325
0c98ec4d6f88be6c8f8a725851b96b4a,-0.15211825757705624,3.1532551722230324
