galaxies.galaxy.bulge.intensity,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.intensity,galaxies.galaxy.disk.effective_radius,         log_likelihood,          log_prior,          log_posterior,weight
              5.574375655427323,                    10.089046561328347,                1.8545864533438248,                 0.16639778496325489,                 -0.0324972653304155,                      0.044124759644680524,                        0.2921422950028251,         3.825002266570747e-06,                   10.279088915241356,      -875254417.391163,  261438.1794782428,     -874992979.2116847,   0.0
          8.790881350178249e-06,                    16.280812717655525,                 4.868593439458906,                  0.5956270055942998,                 -0.2135353139872019,                      -0.17782058337136183,                       0.17725987683863473,            173858.10531892243,                   11.339911719329843,-2.4051071353056326e+17, 113756.68277146612, -2.405107135304495e+17,   0.0
          0.0002734094898647164,                     7.041378565163271,                3.8744490015605386,                 0.22898481468226992,                -0.28747740016031814,                       -0.3660672441795893,                      0.058995424020557845,            163.95377082139845,                   25.978166417020635,    -296674799091.95197, 3658.0820273837912,    -296674795433.86993,   0.0
          6.275907034622106e-05,                    11.016178525011286,                1.0836222418588863,                -0.34591438349994696,               -0.009784150809384622,                       -0.6549119270558067,                     -0.044565229938713355,            124402.75095548463,                    20.08666299620627,-1.4038131149928909e+17, 15932.794989790738,-1.4038131149927315e+17,   0.0
         0.00022784212073554053,                    18.012922140739587,                 4.673075949515776,                 0.29268816548398424,                -0.17504517089609997,                        0.7291309624318251,                     -0.027158350378290733,             91386.94298991867,                     24.3745210457154, -8.270543748010416e+16,  4387.264429848836, -8.270543748009978e+16,   0.0
              2.088444079905515,                     29.85840351948083,                1.0951282625623384,                 0.09512086962307452,                 0.30896454658475697,                       -0.6825408501423265,                      -0.04253040391268358,            4042.7613828898043,                   3.1953834206441423,    -23446845581601.277,-0.9667182944280438,    -23446845581602.242,   0.0
              85.80305544536192,                      6.62667292889541,                2.1650067466442047,                 -0.5294629825596225,                 -0.3652932928818756,                       0.38224915015604866,                       0.24609430381445166,          7.05262216008742e-06,                    6.557236818285852,    -161099378115.06116, 141792.96809884958,    -161099236322.09305,   0.0
             38.934837496464155,                     5.903864344541949,                 4.744287298930798,               -0.014722607212471574,                -0.40797941921916786,                      -0.12437494426550708,                      -0.15886852699988244,             595999.1476238826,                   18.211364364742945, -3.614152080510368e+18, 1.2972246154332732, -3.614152080510368e+18,   0.0
             168.64536068600742,                    5.2159346252560335,                 3.118312617117742,                  0.5555397499209229,                -0.13149247379686135,                       0.29144270733885524,                        0.5340968245171704,             2401.261314503232,                   13.526090275354047,     -54982926329311.29, 0.3321116531045429,     -54982926329310.95,   0.0
         1.0484047102725362e-06,                    27.799111399937615,                  3.34162204051919,                 -0.2227394497947629,                -0.09080494036090114,                       0.10389183894783874,                      -0.06560193091889091,        1.1085807446661083e-06,                    2.861023764890014,    -233413.96080279618, 1855885.2133890048,     1622471.2525862087,   0.0
             207.10373360368175,                    0.8350453164345695,                3.4545085052042905,                 -0.3213329954263977,                -0.14700158777195044,                       -0.5586604140908197,                       -0.1831804926124578,             24.04204678585947,                   25.043337302206567,    -22136917287.809795,-0.6084154649535054,     -22136917288.41821,   0.0
           0.025552213632282102,                    29.788308145660988,                2.4862747058524812,                -0.15601034519096765,                  0.1297392978015889,                      -0.19914053718833277,                        0.4637369495628064,             5.158381830247623,                   10.548776696845529,    -185081360.55173722,  38.71487845657059,    -185081321.83685875,   0.0
          0.0042711429973153235,                    7.2316940109224905,                 3.088183273901957,                 -0.2566740661390011,               -0.029796673449192936,                      -0.07383381363779992,                       0.17511672840910922,          0.014881624754952957,                    6.953221664735607,    -186067.51520944544, 302.06840438355084,     -185765.4468050619,   0.0
           0.010536843943476015,                    22.139826834920243,                3.3263608979213295,                 0.11312101529280255,                 -0.2976317794189913,                       -0.3648640169818401,                       0.13014982648482015,             1.531107238719484,                    17.56100716098015,    -21082850.977711394,  95.85952105166224,    -21082755.118190344,   0.0
           0.000810360279291699,                     19.20676347014193,                 4.648669521430884,                0.017689314734577584,                 0.03060154902967429,                      -0.24807719073248186,                      -0.24025412243612057,         1.454585171967926e-06,                   13.005074889353025,    -213669.64957206143,  688715.1629942653,      475045.5134222039,   0.0
           6.67644225757966e-05,                    29.435225742677606,                 4.862496645311338,                -0.17016324367623895,                 -0.1968587382959278,                       0.12164994762295465,                      -0.25266631639496306,            196505.53345939168,                    4.454032898094091,-1.3779097749129102e+17, 14978.548193372926,-1.3779097749127605e+17,   0.0
          6.589526873752552e-05,                    13.997296631818235,                 4.015614880556614,                -0.42724764481533956,                -0.06470288017525311,                       0.47714734940925485,                       -0.6486166533640793,         2.577531613543899e-06,                   28.947215311038555,    -232724.84902853327, 403141.68683503877,      170416.8378065055,   0.0
         0.00013418700174702193,                    10.305041681893348,                 4.030691081358361,                -0.21380167273517064,                 -0.4519406252177459,                     -0.029440996985875226,                      -0.36009201455899187,            0.1139272044588753,                   11.065614923675083,    -107975.05030524802,  7462.299448869373,    -100512.75085637864,   0.0
         1.2462549337487923e-05,                    15.795617765140108,                0.8246276139680564,                -0.24468625923946868,                  0.3875583919776882,                       0.29799841318051545,                       0.10054630386880094,        2.6816626933230338e-05,                   11.891649153335818,     -233361.5382687529, 117531.89148570197,    -115829.64678305092,   0.0
              4.917172869441519,                    25.881639967099577,                 1.940343966951654,                 0.42844557704235325,                 0.05059614582195331,                       -0.2283090116351079,                      -0.14374056083357206,             215.6645569044942,                   22.435548886826947,     -572200647271.2449, 1.4094536256756647,     -572200647269.8354,   0.0
            0.10300384069752601,                     9.961705695606206,                1.4829732569772993,                   0.124195478883834,                 -0.2784269177505627,                       0.24966446652807966,                      0.007711638627489491,        1.8569450956322592e-05,                    9.892431408457448,     -98596.52328688928,  53862.33827763712,    -44734.185009252156,   0.0
