galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,     log_likelihood,           log_prior,      log_posterior,weight
                       -0.02385810169343687,                       -0.21226263854166919,                     8.512955845690596,                2.4442761896329186,                 0.48898373987855304,                -0.08761211478056644,                       0.09476269602830904,                       -0.4511963701398912,                    5.014328073452159, -71621.56601400915,  1.0802277673963339, -71620.48578624176,   0.0
                       -0.45924390755306155,                        0.09169070685139824,                     7.836684999462575,                2.5823660657680843,                 0.42074532439433826,                 0.13812464776902086,                       0.27318744711511933,                        0.7857337420684726,                   18.542305700358888, -68178.45718889755,  -2.829851185445824,   -68181.287040083,   0.0
                       -0.34973188453221565,                       -0.06758570631668159,                     11.88102249415002,                 4.129467404789494,                  0.4562549482959054,                 -0.7510821545451329,                      -0.20707999161321253,                       0.23923929579367953,                   18.715223747291653, -83513.59762961933,   4.172988809544158, -83509.42464080978,   0.0
                         0.5464257800677935,                       -0.37054400520638225,                    3.7475248173652465,                3.8199075990986167,                 -0.5918040584310882,                -0.13921442519742672,                       0.06423800282681517,                       -0.8481142006165842,                    9.016589166754912,-106823.45694909857, -3.2436262451153293,-106826.70057534368,   0.0
                        0.16366050673604066,                       -0.06116803539567163,                    29.054711854965213,                4.8208220786654605,                 0.18102554075894417,                 0.21743862424788257,                      -0.41009082982641776,                       0.25669695674364706,                   16.102582726676747, -55048.07179095547, 0.11832490403277894, -55047.95346605144,   0.0
                         0.4335334861727647,                        0.36458959953346953,                     19.18618601407429,                 3.372152569442494,                 -0.1745110037856405,                  0.3210089276723328,                      -0.10863788456095003,                        0.6944313007394195,                   15.185114011694521, -87870.07097935252, -2.6420570650530024, -87872.71303641757,   0.0
                       -0.22258104389651326,                        0.03262144544542848,                    19.059532087725426,                 4.717072782215147,                 0.08222172417943309,                -0.18702435351168967,                      -0.09165208143599053,                       0.09375285535505268,                   3.8872915923776152, -26896.31000268714,  0.9988062574565134,-26895.311196429684,   0.0
                       -0.25096812248006617,                       -0.35224689704087614,                     4.945459531393899,                  4.68478025676643,                 0.17770670983341502,                  0.4071120648074021,                       0.06144403754470379,                      -0.14837935054414841,                   12.503414145738175, -75412.80602791533,  1.0572667720568016, -75411.74876114327,   0.0
                        0.06088801051155992,                        -0.5421441905640588,                    0.4914464454412415,                2.7274133204762525,                 0.07027613518813154,                  0.6757715003809689,                         -0.52951365400236,                      -0.14816192584854607,                    4.342269233340713, -90859.75012339215,  0.3749128000226921, -90859.37521059213,   0.0
                        0.03917409363070059,                       -0.20446729632087904,                    12.358902055912168,                1.4073819009069812,                  0.5629456329768219,                 0.17636738388670556,                     -0.009490894784397914,                       -0.3289921483684515,                     6.52112761982416, -99446.25802442139,   2.234381285948412, -99444.02364313544,   0.0
                         -0.453602450110016,                         0.3338512643555115,                     4.129643674357836,                 4.641687983361981,                -0.13614417512876492,                -0.47323152120413814,                      -0.10497429533918368,                      -0.11250962358868531,                   27.654905263226688, -73178.83763391874,   0.596867938197329, -73178.24076598055,   0.0
                       -0.10693619201061957,                         0.4090093602185835,                    10.666245849539694,                 2.449148590798841,                 0.04545443400493818,                  0.5356815047026363,                         0.220061267140921,                        0.3469301431854978,                   24.238397139193047, -69620.74946397898,  0.8186226440506591, -69619.93084133494,   0.0
                       -0.13813995046737004,                        -0.2355393059183124,                    12.658694495961274,                1.8350234929540121,                 -0.6121738868342876,                 -0.1463233731728695,                       -0.2241685866971911,                       0.15273470659155977,                   19.550945157042324, -90742.73233024804,  2.5214962676883665, -90740.21083398035,   0.0
