galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,     log_likelihood,            log_prior,      log_posterior,weight
                         0.4066002191891665,                         0.0679024517297998,                     5.748387408259189,                 4.353325240535424,                       -0.3618129137327439,                       0.14322512864091008,                    11.04416768395631, -50095.98267479131,  -0.6417428660062531, -50096.62441765732,   0.0
                        0.10222486087670105,                        0.37761466073336913,                    29.935816259359587,                3.0985174910780975,                        0.2152701189396089,                       0.02397892480638463,                   11.216084304049568, -69978.82578810822, 0.032687890040398404, -69978.79310021819,   0.0
                        0.22733631392580872,                        -0.5661727427369758,                     28.19738675606468,                 3.486198247827235,                        0.5494741826444687,                       -0.3321485376929664,                    5.971970023162663,  -95100.1864506753,  -3.2146395299978496,  -95103.4010902053,   0.0
                        0.14481656533058104,                         0.7574281679911524,                     6.104280149034241,                 4.174053558598089,                     -0.029811652580599448,                      -0.00448836000053364,                   16.178991052024013, -79214.18456429608,  -2.1651964440733718, -79216.34976074015,   0.0
                    -0.00036056618571069394,                      -0.028959126445607497,                     6.110130558148695,                 4.152420690775575,                      -0.16996969046176633,                       0.13197095299267672,                   21.372607577836888,-10682.075811473858,   0.8816555456140158,-10681.194155928244,   0.0
                         0.6192188097704162,                       0.007034169183631128,                    11.469831936768358,                 4.838025873906274,                        0.2314491697199428,                      -0.33745607441811015,                   25.038577839597906, -85392.50981247684,  -1.9171330383492953,  -85394.4269455152,   0.0
                        0.28905860495868924,                       0.026277394603594146,                     9.929703097100695,                 2.369044994830017,                       -0.6590869638566526,                       0.34089684466740294,                   28.960422138963178, -72669.54040757155,  -2.3833826436963044, -72671.92379021524,   0.0
                         0.6171609331744717,                        -0.4450145061638611,                      15.8935934255381,                 2.245155126568717,                       0.17776918418570248,                       -0.2642989277678744,                   13.144283362823833,-106699.60149214174,   -2.636325260366082, -106702.2378174021,   0.0
                        0.06606643672975565,                         0.8880753062355948,                    3.6154206038133663,                3.3633069147666994,                       0.03481024986205213,                       0.04377738127617135,                   27.129345578488582, -94168.42431462475,   -3.279599716011202, -94171.70391434076,   0.0
                        -0.2769830661946986,                         -0.106145548534245,                     7.963342089836381,                 2.303769430253227,                       -0.5451647365580344,                      -0.02912884170695934,                    5.130260519856189, -51144.16474745803,  -1.0010932694743282,  -51145.1658407275,   0.0
                        0.26114334033284814,                         0.5599760121668811,                     8.224539003839679,                 2.173207659856671,                        0.3613637081101298,                        0.0943903122116374,                    5.382940026502146, -84262.43154996193,  -1.7523302869365582, -84264.18388024886,   0.0
                        -0.3921763641085868,                       -0.33773446438888916,                    13.866931406274059,                 3.265604354174208,                       0.24183956200207776,                       -0.5329142728756365,                    3.984095733985007,  -59958.8256444353,   -2.247267098071957,-59961.072911533374,   0.0
