1.galaxies.galaxy.bulge.centre.centre_0,1.galaxies.galaxy.bulge.centre.centre_1,1.galaxies.galaxy.bulge.ell_comps.ell_comps_0,1.galaxies.galaxy.bulge.ell_comps.ell_comps_1,1.galaxies.galaxy.bulge.effective_radius,1.galaxies.galaxy.bulge.sersic_index,1.galaxies.galaxy.disk.centre.centre_0,1.galaxies.galaxy.disk.centre.centre_1,1.galaxies.galaxy.disk.ell_comps.ell_comps_0,1.galaxies.galaxy.disk.ell_comps.ell_comps_1,1.galaxies.galaxy.disk.effective_radius,     log_likelihood,           log_prior,      log_posterior,weight
                   -0.39054933540952846,                    0.48519696659476724,                           0.1696169945601487,                          -0.4025810346291448,                      3.2774580283789367,                  2.3819988361931608,                    0.3158517270315549,                  0.003285124678611213,                          0.3009767494432696,                         -0.3930773086744229,                      4.964858738983865,-241380.73782012664,  1.4312365780008731,-241379.30658354863,   0.0
                    0.15672937651269422,                   0.017202465097279206,                          0.22714934317516763,                          0.28133827902798925,                       21.90257831106367,                   4.872777250678346,                  -0.14848716091698963,                  -0.16579629807071544,                         -0.3660429742265073,                         0.32214824307026707,                     2.9580227845913143,-124698.25302746492, -0.4904185657450666,-124698.74344603067,   0.0
                   -0.36665302521041726,                    -0.1081681582793558,                          -0.5031166383409345,                         0.025949193193919588,                       5.610316984800217,                  1.8128514905845812,                    -0.431096518210979,                  -0.31114116566682287,                         0.35891512199708747,                         0.16561272528971296,                      6.049623815136826,-185908.29607296974,  1.2476847761173468,-185907.04838819362,   0.0
                   -0.10611721326396054,                    -0.5087541859411625,                         -0.19875065529964997,                         -0.31939703710590406,                       5.559928273540079,                   4.296625342544225,                   0.15054021295915399,                   0.02413750067730991,                         -0.4501771092571234,                         -0.1948679172471397,                     23.342990771555947,-199261.27425516956,  0.6501678971519083,-199260.62408727242,   0.0
                   -0.47475142961866024,                     0.2977178372248949,                          0.21766821827808389,                          -0.0331799414177459,                        13.3764884798975,                  1.7332765295573838,                  0.052533672027275324,                   0.01148556392831752,                         -0.5084187404650289,                        -0.03388640650129332,                       5.28702942542548, -225108.5002084686,   1.192450315401374, -225107.3077581532,   0.0
                  -0.006599959829032491,                    -0.3799388020242365,                          0.05228340113955082,                           0.3817084196807253,                      17.649121126093437,                   4.623805751862269,                 -0.024431287014986952,                   -0.0883509102569376,                          -0.395548746188341,                        -0.45083425562198104,                      28.23355923493042,-148139.71690108083, -0.8305699840501201,-148140.54747106487,   0.0
                    -0.3393940635836126,                     0.2473420085820792,                         -0.24114184701972005,                          -0.2288939418098793,                      22.296029098410592,                  1.8373474865483688,                    0.2004637742078287,                   0.11756929116456052,                          0.3191418946891113,                        -0.23194906285163827,                     13.736870194077898,-258006.03127565567,   0.944576145818874,-258005.08669950985,   0.0
                   -0.18417162602708068,                     0.2665615014390915,                           0.3342149345030759,                          -0.5928720400286404,                        3.09309472219899,                  3.9551906632550766,                   -0.3788688452434969,                    0.3487412016088616,                          0.0505914314565017,                        -0.01839442424459233,                      4.042959101114136, -213424.6768944425,  0.6104683929910207, -213424.0664260495,   0.0
                    -0.3419470903599307,                       0.28113233773142,                          0.27465250124388135,                             0.53519537093816,                       9.558594113892337,                   2.991073840329329,                  -0.11035420840602338,                   -0.4104766613816753,                        -0.43682897732285053,                          0.4446084279780688,                     27.308675967734455,-237220.05736581967,  -0.932717550349089,   -237220.99008337,   0.0
                   -0.11158175902537652,                    0.11491229139176862,                        -0.022110013276742873,                         -0.37416177501258413,                       5.898465413315963,                  4.5895244907822486,                  -0.16183123158660992,                  -0.03341743344877658,                          0.1507164671702197,                        0.007365866811917478,                      29.41310617413332,-122365.11473521915,  0.5308254851659546,-122364.58390973398,   0.0
                   -0.05871718069302568,                    -0.0797568908697214,                         -0.15112010141698687,                         -0.23963322602140838,                       25.16124000573863,                    4.17962123681769,                   0.08648900605868777,                  -0.23912294334548248,                         0.45599971760178803,                          0.2874610643508248,                     26.493910572376716,-143092.06568981765, -0.5028843752828053,-143092.56857419293,   0.0
                   -0.40540127395617104,                    -0.5889059724163844,                         -0.10782566690907881,                           0.5391639554015891,                       2.731655663010051,                   2.137395138980751,                   -0.3620929993927717,                   0.11186147747145277,                         -0.3338973440444734,                         -0.4525210911204007,                      5.882573058180441, -195455.4151336536,  1.3446701968852874, -195454.0704634567,   0.0
