galaxies.left_galaxy.bulge.ell_comps.ell_comps_0,galaxies.left_galaxy.bulge.ell_comps.ell_comps_1,galaxies.left_galaxy.bulge.effective_radius,    log_likelihood,           log_prior,     log_posterior,                 weight
                             0.38192457025267684,                            -0.09059155417271764,                          25.19179695486917, 43146.51004584168, -0.2841767410216306, 43146.22586910066,                    0.0
                            -0.11245766386528631,                            -0.47964103206618636,                          4.990526422897607, 43192.87688306881, -0.7765602896518184, 43192.10032277916,                    0.0
                             0.15854764820489095,                             -0.3916364550963089,                         3.8957010525690237, 43368.39798465722,-0.41997264469710116, 43367.97801201252,                    0.0
                            -0.19849272531769444,                             0.08769483680636213,                         25.900124389216735,43264.399677672525,  0.3101758181093703, 43264.70985349063,                    0.0
                             -0.2675554180013123,                            -0.32805091122915797,                         19.760999766255424,  42997.1187186811,  -0.423788379966172,42996.694930301135,                    0.0
                              0.4407156527084947,                             0.12793281761799122,                           2.90032382368989,  43907.8847388321, -0.5981983261095882, 43907.28654050599, 8.779892471359947e-233
                            -0.22856186287763328,                              0.3988450726114472,                          4.219678731147207, 44280.95536311247, -0.6022029080127654, 44280.35316020446,  9.247038849642366e-71
                            -0.17050443112275934,                              0.4918857938613897,                          3.770047478427764, 44442.21460133914,  -0.933900008716214, 44441.28070133043,                    1.0
                            -0.23069772737720767,                            0.007884906423239567,                         12.457638391102794,43494.301464886026,   0.275765447221751, 43494.57723033325,                    0.0
                            -0.27527583630918456,                              0.3701575670061392,                          9.153401805563472,43976.078860622605, -0.6104000933411031,43975.468460529264, 3.629275934341789e-203
                             -0.2181014780023249,                             0.48012325569911296,                         15.514499976738827, 43887.73129018786,  -0.973140009464931, 43886.75815017839,1.5522356712838154e-241
                             -0.6576422407774537,                             0.28001043106366047,                         3.8941438166670728, 43337.13345932336,  -2.266543137183448,43334.866916186176,                    0.0
                              -0.707506199750931,                             0.11478815900297826,                          17.93882925793624, 42944.15090093889, -2.2823330581503916, 42941.86856788074,                    0.0
                             0.29093914509468854,                            -0.09460666454182931,                          18.85485975676855, 43285.84573647116,  0.0518077030114909, 43285.89754417417,                    0.0
                             0.09361765927802992,                             0.12989914192703078,                         25.019174811538996, 43394.24799638612,  0.4293518914675036, 43394.67734827759,                    0.0
                            -0.22817267203167232,                              0.1401902896178759,                         3.1058699304571813, 43992.44584408546, 0.17336282278338783, 43992.61920690824, 4.654902536596512e-196
                             0.41261719612483894,                            -0.09431890819959267,                         1.4872305767689076, 43501.77529597757, -0.4234867406425563, 43501.35180923693,                    0.0
                             0.21302352355767212,                            -0.22062807427875575,                          3.812210030363674, 43610.55041507789,  0.0492534717630477, 43610.59966854965,                    0.0
                              -0.553810051680255,                              0.2678551514000063,                          6.667950562429015,  43513.1374334226, -1.5307253433743346, 43511.60670807923,                    0.0
                             0.25617095948860796,                             0.12024265695256497,                         11.395399568854597,  43760.4328719415, 0.12688631461055894, 43760.55975825611,  8.05298815225564e-297
                             -0.2995991648160117,                             -0.3775216829891629,                         12.211945987453216, 43058.53555764457, -0.7186715945510825, 43057.81688605002,                    0.0
                             -0.8802684307353875,                                0.07788659514042,                         10.109547234231272, 42686.57245128043,  -3.766763545476016, 42682.80568773495,                    0.0
                            -0.18304415857640263,                             0.32366728415015483,                         2.4304161918801115, 44193.35157282579,-0.19635711751029694,44193.155215708284, 8.320701972787649e-109
                              0.5190300570335237,                            -0.16744003067852278,                         26.590994894335704, 43005.02975894338, -1.0805942795090038, 43003.94916466387,                    0.0
                              0.0443397513328922,                              0.1004735807668446,                         12.043251089320288,43736.912359376714,  0.5047802204769583, 43737.41713959719,4.9105285651070504e-307
                             0.38306199950299163,                            -0.16105851397368423,                          1.710062773839841,43492.056640896706, -0.3875274817800807, 43491.66911341493,                    0.0
                             -0.3714472233998567,                             0.07710018359542752,                         13.935908540154363,43399.503065717865, -0.2277560245315824, 43399.27530969333,                    0.0
                            -0.07667739862815322,                             0.05682914616488464,                         16.621716217880227,43494.567295723406,  0.5211801019556463, 43495.08847582536,                    0.0
