1.galaxies.galaxy.bulge.centre.centre_0,1.galaxies.galaxy.bulge.centre.centre_1,1.galaxies.galaxy.bulge.ell_comps.ell_comps_0,1.galaxies.galaxy.bulge.ell_comps.ell_comps_1,1.galaxies.galaxy.bulge.effective_radius,1.galaxies.galaxy.bulge.sersic_index,1.galaxies.galaxy.disk.centre.centre_0,1.galaxies.galaxy.disk.centre.centre_1,1.galaxies.galaxy.disk.ell_comps.ell_comps_0,1.galaxies.galaxy.disk.ell_comps.ell_comps_1,1.galaxies.galaxy.disk.effective_radius,     log_likelihood,            log_prior,      log_posterior,weight
                   -0.22445796986775077,                   -0.02671654498960581,                          -0.0112698658758359,                         -0.25083577301993576,                        27.8063303513756,                   4.512791903363514,                   0.06667811264541773,                    0.5487344755970112,                         0.46498701714080815,                          0.2504007142010027,                      6.393098719392176, -68928.58624916551,   1.2251911004179044,  -68927.3610580651,   0.0
                    -0.0785225743384545,                     0.4169303743801063,                        -0.036521108753699676,                          -0.3343516478133387,                      15.793296936660386,                  2.9613686663394523,                  -0.14726964131349862,                  -0.46267376816398254,                         0.22534918297013684,                        -0.14526180093335306,                      5.017126746696548, -96036.29107759867,   2.4254823402099372, -96033.86559525845,   0.0
                    0.10222648813144507,                   -0.10961056960194397,                          0.47850870353925523,                          0.14496022095751454,                      13.817535692172774,                  3.1604994664491386,                  -0.36652941196419936,                  -0.31705628289340704,                         0.13455220188726194,                        0.016348726933391625,                     12.326207845448593,-101896.95351290567,   1.0823355255871516,-101895.87117738009,   0.0
                     -0.461752989340683,                    -0.4622541528888217,                          -0.3785784295678854,                          0.03700020644470336,                       9.204161544302623,                  2.1321544961725882,                  -0.09443250317749474,                     0.226141175096275,                        -0.22001715420527168,                         -0.3766253170296946,                     29.125823629364056,-102531.76900916133,   1.9880556717079059,-102529.78095348962,   0.0
                    0.07383134863744945,                    0.21491596937790095,                          0.10800502345550132,                         -0.16578579421412099,                       22.50246933642263,                  1.5475268383195961,                   0.13073037284193587,                   0.39306449656821457,                        -0.20388624337174271,                         0.06108032182628652,                     16.900899020849756,-131766.38060370082,    1.914569097267012,-131764.46603460354,   0.0
                    0.16476522645633643,                     0.2001400013995349,                          0.10629362841830857,                         -0.16765619185588926,                       9.397495377526813,                  1.5351465922941894,                   0.06547882579052199,                  -0.20422585157661444,                         0.46025761190621567,                          -0.388740949647234,                     21.631914040173342,-115841.53511981902,  -0.4628970385512666,-115841.99801685757,   0.0
                      0.309263737881998,                   -0.09495913341286301,                           0.6723211075760211,                          0.36663354903538314,                      1.3133873522292472,                  1.4242825090829885,                   0.20247871215255778,                 -0.058629919815030795,                         0.11290813070377224,                        -0.26730550670521813,                     23.738113134049676,-124919.55784563028,  -1.7538729476238113, -124921.3117185779,   0.0
                   -0.04071788834844003,                     -0.569657556529938,                         -0.16694746941923833,                         -0.11201728299259964,                      27.741316291011934,                    4.22357614585717,                   -0.3322924526296787,                    0.5232780608764563,                          0.2006901148330699,                         0.28440196385316235,                     17.899117405447946, -81260.96040486029,     4.19260188930646, -81256.76780297098,   0.0
                   -0.48231917247647005,                   -0.34310956881608706,                          -0.1061023816556192,                          -0.1193799435935739,                      3.9172668685728853,                   4.378117584268992,                    0.4388120046943413,                  -0.06279126099058957,                        0.045447794364821166,                         0.08486715746054928,                      29.45851758753385, -90327.10677923735,   3.9884457936177573, -90323.11833344374,   0.0
                   -0.19394591995509494,                   -0.08422542968629183,                         -0.25595721879426014,                          0.14678789081231378,                       20.57362963415858,                   2.207261905034185,                    0.4132669215927793,                  -0.11521327367417936,                        -0.22594801709061282,                        -0.16436183077307112,                     15.786803972537758, -99686.34894153866,   1.4971515363041106, -99684.85179000236,   0.0
                     0.1438135495335098,                   -0.25405512318900975,                         -0.18332507561082015,                           0.3177071982452112,                      22.583262120012975,                  2.7793282830067514,                   0.14071944591301785,                   0.12337451971297726,                         0.29537644698077575,                        -0.16646979663100897,                      9.642841736705474,  -84571.4046034071,   0.4254832153724839, -84570.97912019174,   0.0
                    0.12794496331854166,                   -0.09468993426800949,                        -0.018374554735290476,                          -0.3411335225063299,                        23.8126416698809,                  1.0948360821874399,                   0.01032132843146191,                  0.020396117178962902,                         0.44245285174473065,                         -0.6065948299030994,                     23.451727951637853, -142551.2838975058,  -2.4929450115679272,-142553.77684251737,   0.0
                   -0.12304791470682036,                    0.07758980108233499,                         -0.17362874167764528,                         -0.11297642192878986,                      0.6384132100178153,                    4.23764656213815,                 -0.062058457982393844,                    0.0743951909108079,                           0.515560392573672,                         0.13850853455091236,                     3.6220345771507167,-41437.680142487225,  -0.5083782992588863, -41438.18852078648,   0.0
                    -0.3355555515287575,                    0.23271788516994216,                          -0.2976709011291093,                         -0.18662587181041862,                      18.382785623176584,                   2.514985917848315,                   0.04498938054290465,                 -0.059306507499652994,                        -0.06198618945091233,                         0.02071181425533282,                     15.414070455777713, -94369.49899255304,   1.3912821523623715, -94368.10771040068,   0.0
