2.galaxies.galaxy.bulge.centre.centre_0,2.galaxies.galaxy.bulge.centre.centre_1,2.galaxies.galaxy.bulge.ell_comps.ell_comps_0,2.galaxies.galaxy.bulge.ell_comps.ell_comps_1,2.galaxies.galaxy.bulge.sersic_index,2.galaxies.galaxy.disk.centre.centre_0,2.galaxies.galaxy.disk.centre.centre_1,2.galaxies.galaxy.disk.ell_comps.ell_comps_0,2.galaxies.galaxy.disk.ell_comps.ell_comps_1,2.galaxies.galaxy.bulge.effective_radius.self.bulge_m,2.galaxies.galaxy.bulge.effective_radius.bulge_c,2.galaxies.galaxy.disk.effective_radius.self.disk_m,2.galaxies.galaxy.disk.effective_radius.disk_c,     log_likelihood,           log_prior,      log_posterior,weight
                     0.0739633359576084,                   -0.16798927826740145,                          -0.0969340217432159,                         -0.41532547811816245,                   4.368860693753585,                   0.44020278173262434,                   -0.3544278735197411,                        -0.43491968891028265,                         0.04446212144122275,                                  0.08023558207683876,                               3.341486858026464,                                0.09926008402328923,                             9.227527212748655, -1620311.485232774,  1.0328216288546372, -1620310.452411145,   0.0
                    0.12421782579389988,                   -0.34118940557049215,                           0.4346710906229145,                           0.2249769359287342,                   3.940178640304877,                    0.2027612363840584,                   0.24095939663679336,                         0.46965360178409526,                        -0.10012397776793543,                                 0.011220999152601663,                               6.940489015372513,                             -0.0025882131461738567,                             4.202909920672962,-1621997.2180911144,-0.18497933031955885,-1621997.4030704447,   0.0
                  -0.001310972555396207,                 -0.0008820027689838797,                          -0.2718745743180586,                          0.15921410029823305,                   2.518686369447339,                    0.2664201278917224,                  -0.10280527474313543,                        -0.22586082023361823,                          0.2977502484631373,                                 -0.08586331737639784,                              3.7153597999311376,                                  0.080266038922467,                            5.9640900217707955,             -1e+99, 0.26922588055760155,             -1e+99,   0.0
                   -0.07259267154958128,                    -0.2642521857630535,                           0.5714524213813786,                       -0.0040747359883286215,                   1.287354229492652,                   0.21667088089111763,                  0.005597624558454085,                          0.3340667947480439,                         -0.1794340650531359,                                 0.028876069535235638,                               5.718856620578032,                                0.06544014396629386,                           -1.3398040530317328,-1916597.4690708006, -0.7914020857122187,-1916598.2604728863,   0.0
                    -0.3384917516419585,                    -0.2636838377931471,                           0.6329619826544358,                          0.10572792275860952,                   4.462754379077761,                   0.24084473137652768,                    0.4486101324242159,                         -0.1491956387012061,                         0.18592081079892772,                                -0.031510333032999244,                             -0.8567339295329504,                               0.023611453810638144,                            -1.012868860707357,             -1e+99,   1.003115019381365,             -1e+99,   0.0
                     0.8973664207624973,                    0.19448412529137918,                         -0.22189946887546008,                          -0.5184635185107633,                  1.6399694017652204,                  -0.23025362193234994,                   0.14579603937347607,                         0.47980569102366794,                         0.21886382640343255,                                  0.08995275608812256,                               -7.13617801158835,                             -0.0008380232189340031,                             4.893769660615492,-1830830.8867480806,  2.9280438943579785,-1830827.9587041861,   0.0
                    -0.2779697387383895,                    0.35418093584383525,                         -0.11187482198876501,                        -0.020370770909814644,                   2.276272231857467,                  -0.03499877554737741,                    0.3889268358136112,                        -0.15028799230115591,                         0.09294863228496188,                                 0.025819422268019393,                              2.8499273731092494,                                 0.0232259926811125,                            -6.844203965677753,-1727375.5024455916,    2.87159012906514,-1727372.6308554625,   0.0
                   -0.14594733773875632,                    0.05002541372510039,                          0.08804065611773694,                          0.24969876164878382,                   1.187029491622728,                  -0.03907871792459648,                   0.13616454787411889,                         0.05951127102572275,                         0.23687743734383773,                                  0.07815502399618546,                            -0.24449591621463185,                               -0.03055989098111693,                            4.2352133223568185,-1939803.2216625065,  0.6664485813110366,-1939802.5552139252,   0.0
                    0.10036869423914098,                   -0.03275485439438788,                         -0.40935237846564604,                          -0.4626848640180023,                   4.811882539508992,                   0.39937045184201975,                   -0.3568451742465948,                          0.4599184004774302,                        0.047109148811555264,                                  0.07390582628023129,                             -0.6504944755778137,                                -0.0190960903943308,                            -4.804223234119059, -1611680.957412789, -0.5087004519811273,-1611681.4661132412,   0.0
                     0.1018708886325355,                    -0.4631420895951866,                           0.5040647706863843,                           0.6384034044817855,                   4.106300002413356,                   -0.3454077627963603,                    0.5896915787863904,                        0.058523655592076784,                        -0.20571128945215564,                                 -0.09746228488451025,                              -8.182964495944237,                               0.031064825114477862,                            2.1032369815332146,             -1e+99,  1.0576743797579136,             -1e+99,   0.0
