1.galaxies.galaxy.bulge.centre.centre_0,1.galaxies.galaxy.bulge.centre.centre_1,1.galaxies.galaxy.bulge.ell_comps.ell_comps_0,1.galaxies.galaxy.bulge.ell_comps.ell_comps_1,1.galaxies.galaxy.bulge.sersic_index,1.galaxies.galaxy.disk.centre.centre_0,1.galaxies.galaxy.disk.centre.centre_1,1.galaxies.galaxy.disk.ell_comps.ell_comps_0,1.galaxies.galaxy.disk.ell_comps.ell_comps_1,1.galaxies.galaxy.disk.effective_radius,0.galaxies.galaxy.bulge.effective_radius,1.galaxies.galaxy.bulge.effective_radius,     log_likelihood,           log_prior,      log_posterior,weight
                    -0.1817418012974866,                    0.07189523041810243,                         -0.05608838973509167,                         -0.46133294991581003,                  3.2741089033898785,                  -0.42390490566725364,                    0.3544673092970298,                         0.09960149532997645,                         0.01859523706858612,                     12.723850544516832,                      1.0328552255858836,                       5.641170361611472, -63217.19315539996,  1.7952444299028731, -63215.39791097006,   0.0
                     0.1960170307486936,                   -0.21025458052122956,                          -0.6650593342635088,                          -0.1848711275267544,                  0.8472510344226851,                   0.18397370315751338,                 0.0010771069626505493,                          0.2448612100043462,                          0.1432639949517849,                     16.964661935872417,                       8.100450743612802,                      3.7404941080348033,-114654.88964836331,  -1.303571668774048,-114656.19322003209,   0.0
                    0.03600520646490049,                  -0.030270691074287495,                         0.018466923175268702,                          0.32417090113502717,                   2.730447489232466,                  -0.17695414504579876,                  -0.06754397351479566,                        -0.14718483444490377,                         0.24190921041861999,                     14.769147967272424,                       6.296424301096203,                     0.11402446697230562, -67180.67781527486,  0.3239955155556389,  -67180.3538197593,   0.0
                   -0.01195857281746182,                     0.2125993624330069,                        0.0027585887090528097,                          -0.4062555988406011,                   4.067600902172414,                   0.29646097061418003,                  -0.17523921109510704,                         -0.1287788279774997,                         0.02029909653869316,                     22.981832802068322,                      4.0095948380945545,                       1.145428097229566, -59360.13307778036,  1.0429717258299762, -59359.09010605453,   0.0
                    0.14967544484565223,                    -0.4628879186921779,                         -0.06489041645016472,                          0.06234991765249661,                  3.4326081830432846,                  -0.08534710566507919,                  -0.30922830326243106,                        -0.05079265548129225,                         -0.2414020974993924,                       16.0910802883004,                       6.872420191788601,                       6.317128322651914,-52069.140823748916,   2.647021547061365,-52066.493802201854,   0.0
                    0.17190724875286176,                     0.5365036469101777,                        -0.004539512480299229,                           0.1674546956077484,                   4.142694940879974,                  -0.43841940733301216,                  -0.13719865347152246,                         -0.4420059900353042,                        -0.11648290809540562,                     16.969075623846244,                       8.781766146138452,                       4.955881748878596, -69777.03891751007,  2.7625936363038144, -69774.27632387377,   0.0
                    0.21507634536590137,                    0.44299500192318775,                          -0.3039781004178938,                          0.05899203577808115,                   1.216506887977577,                   0.16188487063779894,                    0.4489777720491976,                        0.031199084910334792,                         0.33179807194297234,                     3.2599398480180652,                       8.244715231991433,                       6.657239436650743, -93532.04177969726,   2.606593640387665, -93529.43518605687,   0.0
                   -0.18282339246701462,                   -0.14650249869769902,                           -0.550731963319659,                          0.24431797777233039,                   4.705858814514726,                  -0.12184921500367038,                  -0.14732068475041576,                          -0.830330432349345,                      -0.0006221940206480172,                     15.685827364410807,                      2.5279757415710478,                        7.89065355256907, -51667.17668943526,  -4.195362255849575, -51671.37205169111,   0.0
                   -0.10123141191352016,                     0.1269705510319762,                          0.11310778089665861,                           0.4141899642090617,                   3.030946810325272,                    0.3472057891404405,                    0.3421569891675111,                          0.4410785729325338,                         -0.5094725466028373,                     21.214035395133532,                      5.5032437403024925,                       3.971307631242167, -53951.96289462066, -0.9367994868023145, -53952.89969410746,   0.0
                   -0.07104444081819282,                    0.27997626068910925,                          0.09674865442993057,                         -0.29708819657249264,                   3.667975638179458,                  -0.08755645223265611,                    0.1724706072340423,                        -0.16261106192667754,                         0.13241545445460587,                     1.0264836095913632,                       5.246709661601838,                       7.401990723307225,-3184.3093360080784,   1.028284113468269,-3183.2810518946103,   1.0
