ellipses.0.ell_comps.ell_comps_0,ellipses.0.ell_comps.ell_comps_1,multipoles.0.0.multipole_comps.multipole_comps_0,multipoles.0.0.multipole_comps.multipole_comps_1,multipoles.0.1.multipole_comps.multipole_comps_0,multipoles.0.1.multipole_comps.multipole_comps_1,          log_likelihood,          log_prior,           log_posterior,weight
               -0.09660387602721,                -0.5535351316011,                            0.031027790534402258,                            -0.12364905099308093,                           -0.046763992948268204,                            -0.05244761199666401,-1.0000000000000002e+148,  1.059471731877728,-1.0000000000000002e+148,   0.0
               -0.07144454219916,               -0.18018530415262,                            -0.25391082979812607,                           -0.003686627354873355,                             0.07666511620110457,                            -0.13690048760858023,-1.0000000000000002e+147,  4.455179212981125,-1.0000000000000002e+147,   0.0
               -0.18342069347906,                0.10262935514969,                           -0.038724088958851106,                            0.007086272504099413,                            0.014290834797453193,                            -0.04300877519106356,-1.0000000000000002e+146,0.18018765131694564,-1.0000000000000002e+146,   0.0
                 0.4916799189845,               -0.35412273836417,                            -0.17000342492810722,                            -0.08676040333138267,                           -0.012424217830551476,                            0.006387290229947136,-1.0000000000000003e+145, 1.8311845369346675,-1.0000000000000003e+145,   0.0
               -0.58069783844064,                0.47053133173316,                            0.047649033133818776,                            -0.06974875922457684,                            -0.03110973031193603,                            -0.04825002814560227,-1.0000000000000002e+144, 0.5215600154044275,-1.0000000000000002e+144,   0.0
                0.24633481384172,                0.00405668645068,                            0.042574104149776984,                             0.01946773053756997,                           -0.027417516600682718,                             0.10947890519576171,-1.0000000000000002e+143, 0.7464448887925391,-1.0000000000000002e+143,   0.0
               -0.11570050526032,               -0.17199138198625,                             0.11474149021917279,                            -0.02474002034846095,                            -0.06413875911602335,                            -0.09640787293902796,-1.0000000000000002e+142, 1.3592968285064906,-1.0000000000000002e+142,   0.0
                0.47622490973909,               -0.50780780599378,                           -0.046758564939440396,                             -0.0640603304373814,                            -0.02886018648067309,                            -0.05984511961170307,-1.0000000000000002e+141, 0.5352219017990314,-1.0000000000000002e+141,   0.0
                0.22901754783323,                  0.516032088202,                             -0.1506647921410031,                             0.08155363044111816,                            0.014062216595711274,                           -0.049047251260371474,-1.0000000000000003e+140, 1.5977126510400421,-1.0000000000000003e+140,   0.0
                0.44141119692869,               -0.31570495076785,                             0.19371924049630732,                             0.10191282709146239,                            -0.10867796816571619,                            -0.06526784973589929,-1.0000000000000002e+139,   3.19920807190084,-1.0000000000000002e+139,   0.0
               -0.52497815251344,                0.45787945576618,                             0.15713324472051088,                            -0.21082196095950698,                             0.02135104601940984,                               0.036096409953767,-1.0000000000000002e+138,   3.54477868984406,-1.0000000000000002e+138,   0.0
               -0.26939952483183,               -0.04030635438898,                            -0.07638334445742413,                             0.09735526262118971,                           -0.051707878520633486,                             -0.0489590145531103,-1.0000000000000002e+137, 1.0191576138829288,-1.0000000000000002e+137,   0.0
                0.25697291531494,               -0.10211466829766,                             0.04855192485773292,                             0.07884605682610553,                             0.17079082333097376,                           -0.012894300283931372,-1.0000000000000002e+136,  1.895487919915024,-1.0000000000000002e+136,   0.0
               -0.15664808795229,               -0.50253813304449,                              0.1581847322058047,                            -0.17793414174900765,                            0.025556739897024856,                              0.0658763506432225,-1.0000000000000001e+135,  3.083790441560554,-1.0000000000000001e+135,   0.0
                0.33196381349003,               -0.12535939074403,                            -0.03241039537566349,                            -0.08735552508773098,                             -0.2063216240796848,                             0.08787026996481273,-1.0000000000000001e+134,  2.948560919916393,-1.0000000000000001e+134,   0.0
               -0.52585453644739,                0.53290323683585,                           -0.008626631237015292,                             0.09999654337530972,                            -0.01776056672735297,                             0.04571762029476616,-1.0000000000000001e+133, 0.6239632994701408,-1.0000000000000001e+133,   0.0
               -0.43926574204979,               -0.06087803277753,                            0.053300208601194436,                             0.11839745051727785,                            -0.06751425210256067,                             0.01260234411710766,-1.0000000000000001e+132, 1.0787930920068105,-1.0000000000000001e+132,   0.0
