galaxies.galaxy.bulge.profile_list.19.centre.centre_0,galaxies.galaxy.bulge.profile_list.19.centre.centre_1,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,     log_likelihood,            log_prior,      log_posterior,weight
                                 -0.08074699917748036,                                 0.045114474038370184,                                       -0.15325576475500619,                                       -0.05421602995179689, -6981.268853701008,    0.424970479621394, -6980.843883221387,   0.0
                                 0.061169024517051335,                                 -0.09251723534005263,                                       -0.20428709733689202,                                       -0.14043075555047677,-14036.942696893417,  0.23037432457453494,-14036.712322568843,   0.0
                                  0.06924399241581372,                                -0.004133694205139898,                                        0.40046752054934415,                                        -0.2959878374710022,-55736.292264256605,   -0.805898007108183, -55737.09816226371,   0.0
                                 -0.08743656910114249,                                -0.003517091915355236,                                        0.04540126763262521,                                       -0.32927813740419426, -35129.65104258624,  -0.0420220733822102, -35129.69306465962,   0.0
                                  0.08192757014535057,                                 -0.03575602042773439,                                        0.03741528923031269,                                       -0.03926300943465744,-11851.715329108676,   0.5554439216009606,-11851.159885187075,   0.0
                                  0.09989869087475298,                               -0.0030233376926042527,                                        0.16187101930702494,                                       -0.44713585226068064, -52309.26630576706,  -0.6845072422341869,-52309.950813009295,   0.0
                                 -0.00819212339395363,                                  0.08006113567173045,                                        -0.6819073232450111,                                       -0.31873773084701995, -52117.19063821471,   -2.575944138302536, -52119.76658235302,   0.0
                                  -0.0782609599766801,                                -0.035017145940838934,                                        0.03989772653627078,                                        0.10088053222689443,-10482.443895652224,   0.5064037961171242,-10481.937491856108,   0.0
                                 -0.07026648809267233,                                 -0.09336621043909998,                                        -0.1770733061365601,                                       -0.06519346737716938,-10995.684517692585,  0.37397916517464935, -10995.31053852741,   0.0
                                -0.030569517414759953,                                  0.02618042549304403,                                         -0.236029403669197,                                        -0.0797630116760755, -7460.443099442083,  0.22694097910084632, -7460.216158462982,   0.0
                                 -0.04475526811327124,                                 0.025469960621517573,                                        -0.3416349110727145,                                        -0.1849730182999735,-21235.538921501386, -0.26671131275798354,-21235.805632814143,   0.0
