galaxies.galaxy.bulge.profile_list.19.centre.centre_0,galaxies.galaxy.bulge.profile_list.19.centre.centre_1,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,     log_likelihood,            log_prior,      log_posterior,weight
                                  0.05894467696060618,                                  -0.0763426777519918,                                      0.0046777274926167265,                                        0.45981304816209395, -31201.86691796246,  -0.6029362596021361, -31202.46985422206,   0.0
                                  0.06889277011912981,                                 0.047090515269700484,                                        0.04573695249669464,                                        -0.3248958592067129, -34987.10208732405, -0.02626552492847911, -34987.12835284898,   0.0
                                  0.01852227115410661,                                  0.08065287321915748,                                        0.38343192370322876,                                      -0.008071800554377128,-44393.946628539445,  -0.2453544467373413, -44394.19198298618,   0.0
                                 -0.06824454926373583,                               -0.0015809473647953737,                                      -0.019419265287939618,                                      -0.056052017093526786, -8082.537032661391,   0.5522358732313914,  -8081.98479678816,   0.0
                                 -0.01727109565235585,                                 -0.06768516758730132,                                        0.41319278144125043,                                        0.10846895920645609, -45913.95132702809, -0.44206886711256643,-45914.393395895204,   0.0
                                  0.09855470605791258,                                  0.07253478608955552,                                       -0.16942032967691428,                                       0.028794343151228058, -8586.928463182641,   0.4077168408937879, -8586.520746341748,   0.0
                                  0.07334805828262367,                                 -0.01718009161710614,                                        0.15634787900878952,                                         0.2782656351755138,-26281.214710570424, 0.005805392644708973, -26281.20890517778,   0.0
                                   0.0918725262161233,                                  0.09678466681434511,                                        0.06689372468805514,                                         0.2898441388658566,-25159.938592822768,  0.08020554682608647, -25159.85838727594,   0.0
                                  0.09442525505583943,                                  -0.0426971055000118,                                         0.2619657707856347,                                        -0.5121751620217813, -62837.98396937395,   -1.266822599939571,-62839.250791973885,   0.0
                                  0.08681237320556043,                                -0.010105826914555555,                                        0.32003372047894924,                                        0.12226307515357479, -37892.96955239154, -0.08026915624100031,-37893.049821547786,   0.0
                                  0.09617793432546004,                                -0.030193570745735518,                                         0.4547667686441799,                                        -0.7906952707476446, -79747.73096139716,   -4.050502396552962, -79751.78146379371,   0.0
                                 -0.08304034064760635,                                0.0007224391938385477,                                       -0.12151299559274575,                                       -0.10263882044863823, -9367.777328246619,   0.4312292116956466, -9367.346099034923,   0.0
                                  0.09939942343590277,                                0.0030817723690665516,                                       -0.06352025142734613,                                      -0.006540208557270807,-7076.2118993563445,   0.5491322055381165, -7075.662767150807,   0.0
                                -0.008407385165188533,                                 -0.08081113868789974,                                        0.06147442213809606,                                        0.11684412340202698, -11208.04685344774,  0.47494299953014396, -11207.57191044821,   0.0
                                -0.017491089749425592,                                  -0.0999611743993053,                                        0.14376311691195406,                                        0.05847860502771242,-20318.015488711095,  0.43796562575555265, -20317.57752308534,   0.0
                                -0.020805967016517754,                                  0.08466681929348074,                                         0.2397602322300625,                                        -0.3169987986222867,   -45317.202703682,  -0.3058434090042206,-45317.508547091005,   0.0
                                  0.05940095475686244,                                 -0.09602203164443529,                                         0.7473579525796791,                                      -0.024912307113817523, -76201.17345297338,   -2.534684103686646, -76203.70813707706,   0.0
                                   -0.090461373829356,                                 0.032002869355560265,                                       -0.21487468448232003,                                          0.602671029193511,-40134.396703965205,   -1.702567254412864, -40136.09927121962,   0.0
                                  0.08240622848482115,                                  0.04636778629876209,                                       -0.07264851421336573,                                         0.4765822829184039, -31089.62531747978,  -0.7193726963494462,-31090.344690176127,   0.0
                                -0.023454886787398377,                                  0.01966406894502655,                                         0.2608260846886542,                                         0.3146646489575726,-35695.235605011534,  -0.3562371893965477, -35695.59184220093,   0.0
                                 -0.07232623200751956,                                  0.07070451753263193,                                        -0.5657202564693465,                                        0.16535723903841487,-29796.797723124346,  -1.3581168411995772,-29798.155839965544,   0.0
                                 -0.05462863998179031,                                -0.041983368192334614,                                        -0.3287934865610793,                                        0.18463091005985866, -11198.00919805796, -0.21817964493497444,-11198.227377702895,   0.0
                                 -0.08670887936772034,                                -0.021342386489166726,                                       -0.27494845815981506,                                         0.5075620590833233, -32702.61401081741,   -1.279413915550754,-32703.893424732963,   0.0
                                  0.09861910032207366,                                  0.08314048435765939,                                        -0.1197604692117909,                                       -0.33751719278288894,-36368.972806279846, -0.14077239857579618, -36369.11357867842,   0.0
                               -0.0016290258587387807,                                -0.017789535622421956,                                      -0.046103735637108914,                                          0.405771705925389, -20845.30846639277,   -0.354749100572611,-20845.663215493343,   0.0
                                -0.038476528740247984,                                -0.031082038015238386,                                        0.48636468541035965,                                        -0.5666384501708353, -72886.45674461812,  -2.5261574820005417, -72888.98290210012,   0.0
                                -0.049801112937309225,                                  0.08854053158081038,                                        -0.5202703697981527,                                        -0.3230357680056061,-45658.390258972264,   -1.511733174636953,  -45659.9019921469,   0.0
                                   0.0783766660645607,                                -0.027879378419494102,                                       -0.22409749542021182,                                        0.36761828373402855,-18137.719047999635,  -0.4580083129052095, -18138.17705631254,   0.0
                                  0.05478550476133823,                                   0.0851109448780917,                                         0.5833186248054063,                                         0.7402517619132793, -73055.06542273903,   -4.362843863301989, -73059.42826660234,   0.0
                                 -0.07122090837986933,                                 -0.09506823516383678,                                         0.3596810147747491,                                        0.23866416033520652,-46687.789462667555,  -0.4633867786204201, -46688.25284944617,   0.0
                                 0.056376688587459284,                                -0.024101026622215957,                                       -0.19062738200730892,                                       -0.21831790554998645,-18147.366209233824,  0.10511048339740878,-18147.261098750427,   0.0
                                 0.014041180242866755,                                 -0.09710981217059898,                                         0.2884997369240454,                                        0.19775861097724995, -36805.20232396584, -0.10788429308148799, -36805.31020825892,   0.0
                                  0.08919208891122887,                                 -0.01337242315150984,                                          0.553876424405962,                                         0.2831266433493698,-63335.890983301855,  -1.5778799778932653, -63337.46886327975,   0.0
                                -0.015631301856344024,                                  -0.0053336230187188,                                        0.10983491716927687,                                        -0.3902610526545577,-40259.087403934696, -0.34136669212443616, -40259.42877062682,   0.0
                                -0.030631289349759186,                                -0.022313144130679557,                                       -0.06538528118424214,                                          0.022379884742776,-1451.4455293303554,   0.5452516634976916,-1450.9002776668576,   1.0
                                 -0.03350250703396106,                                0.0006426569124739351,                                        0.24713526374208078,                                         0.5368106006668745, -49116.61491836519,  -1.3684448105942866, -49117.98336317578,   0.0
                                  0.03604625068752737,                                  0.09300081248278144,                                       -0.12506159227046182,                                        0.48011520444223355,-30224.981238221484,  -0.7957200985089119, -30225.77695831999,   0.0
                                 -0.08967344402678122,                                 0.061869125039097694,                                      -0.019995015980945354,                                        0.32419462686187955,  -19650.9987688702,-0.014336461577581838,-19651.013105331775,   0.0
                                    0.073378729501402,                                  -0.0817873832419225,                                       -0.12358102461270078,                                       -0.13433921049496111,-12668.217063595053,   0.3866783363638468,-12667.830385258689,   0.0
