galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.disk.effective_radius,galaxies.galaxy.bulge.centre.centre_0,galaxies.galaxy.bulge.centre.centre_1,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.sersic_index,     log_likelihood,           log_prior,      log_posterior,weight
                        -0.2876645254632838,                       -0.23636289673371041,                    0.1344092895995641,                    8.725697391646467,                   0.3154048963274471,                   0.9181821888505043,                 4.434656977071471,                -0.32804566713470634,                 -0.4500514276958738,                        0.3060271444594303,                       0.21173743482990548,               2.6413678061456354, -83097.71064099402,  3.7837996743703552, -83093.92684131964,   0.0
                         -0.014264219008179,                        0.04695034200020636,                    29.139010792081685,                   20.043143171196142,                  -0.3357688784828271,                  0.16126802284197175,                 3.244369122413868,                 0.16796004642181062,                 0.30499466028789524,                       0.44174589869339803,                       -0.0774023359276227,               1.9517694930722445, -67467.70946634209, -1.1468360956166408,  -67468.8563024377,   0.0
                         0.3149046783747334,                          0.293117658637338,                    22.596801702991904,                   2.7887337138389445,                  -0.2429745483303557,                  0.16982217588782386,                0.8886129858863008,                -0.23683450286193414,                -0.44445329485983026,                      -0.19904219567340092,                     -0.014699569871943834,               1.9860714072461083,-62058.457119581166,  -1.959715873383658, -62060.41683545455,   0.0
                       -0.24752332392592594,                         0.2706282276138109,                    15.382587076102096,                    2.296948947617945,                  0.16681821926719909,                  -0.4319439685918619,                   4.4570223175928,                -0.19297557469690016,                 -0.4370614929106365,                      0.005054558459792715,                        0.7870662602415324,               0.6850194274336143, -49319.43535916387,  -3.043974969563063, -49322.47933413344,   0.0
                        -0.6720003779969029,                        -0.6361306753661596,                     7.980145432347249,                   13.038202355956088,                 -0.08411340835893757,                  0.08919270314754928,                2.9676289821104307,                0.035602858762538624,                 0.12361521512769073,                       0.02144895668770433,                       0.33630639492775155,                3.060712910390759, -45299.67340241187,  -7.152228183533385,-45306.825630595406,   0.0
                        -0.3759386189012258,                       -0.08577337848939275,                    20.866197882813307,                   3.6359328380945755,                 -0.07164007591125289,                  -0.3068009474871586,                3.9654026498657275,                  0.3104178818509619,                 0.12784338626720038,                       0.04022090347512721,                     -0.020817877813130957,                1.210091170860395,-50895.719892370056, -0.9413297167669183, -50896.66122208683,   0.0
                       -0.18370936857516387,                       -0.14321217123479724,                    18.182249286797926,                   13.708524903838871,                   0.6450742088007002,                  0.06758554579105101,                3.4464127676715552,                 -0.2018633608961227,                 0.33574844554624744,                        0.2233015874690328,                       -0.5301841920581843,              0.09675883679315189, -79194.48039269596, -0.3663821263321434, -79194.84677482229,   0.0
                       -0.22453376698772134,                         0.1282397892448492,                     29.17120702266843,                    2.329661724660207,                -0.017793590385655776,                   0.4645442437623258,                2.6617584750647034,                 0.33274579481793337,                -0.15022658364080047,                      -0.17790203232914759,                        0.2728001472647549,               0.8849967345062885, -62430.41605931435, -0.5208909052989548, -62430.93695021965,   0.0
                        -0.5261923864128559,                     -0.0005468533125474313,                     4.316677181051065,                   10.851648316972044,                 -0.27926892625546357,                  0.04856360266060028,                1.7453770753474016,                  -0.493478115664364,                -0.28408447264261555,                       0.07994562999899937,                       0.03411698541365272,               3.0863321909452224,-54491.495311630904, -1.7878655472870002, -54493.28317717819,   0.0
                         0.7710342162599886,                       -0.39814878042630025,                    1.9014572352163062,                   11.540530646783745,                  0.20345991704958147,                -0.029046680321202202,                 1.684522522062006,                  0.1903365146214049,                 -0.1627297503329598,                       -0.2296797247294774,                        0.4227007216871141,               1.7483055061890374, -73339.36485283892,  -6.902062853628788, -73346.26691569254,   0.0
                        -0.0770265391183054,                       -0.24317419876403562,                     6.310922045891259,                    14.13283409715541,                 -0.16185555603687907,                   0.1913020277822338,                 1.774296110475726,                 0.19548049006286813,                0.062287679450087015,                       0.08234481429828035,                      -0.08005136838400657,                2.184125224583589,  -70573.0900577467, -1.9223399162277084, -70575.01239766293,   0.0
                        0.07248230078765502,                       -0.08638263000416456,                    10.128227908870606,                   18.635563628106155,                 -0.10063279980856314,                  0.11784432359480915,                 4.012266873576887,                  -0.503575910541139,                 0.19382868468042125,                        0.3007553322292097,                       0.02230634284198573,               3.4646065594436335,-33829.734211755786, -0.8600716127244854, -33830.59428336851,   0.0
