galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,     log_likelihood,            log_prior,      log_posterior,                 weight
                       -0.10673892232430941,                         0.1093281714077645,                     16.81870803514383,                1.0094173422658548,                -0.44007726134248865,                 -0.5910993489564859,                       0.07765583552435427,                       0.30928005431904887,                      9.5716373245464,-3505.3853698727903,   3.4659933123724467,-3501.9193765604177, 6.507411093055215e-134
                         0.5084461048852073,                        -0.5022909257049312,                      2.91300511825773,                2.7831790292188523,                  0.5727897839295631,                 0.12065175107274265,                       0.09407182747878899,                      -0.12531168524227418,                    27.06632048489488,-3357.1749663098253,  0.07289792300852588, -3357.102068386817,  1.514846651820627e-69
                        0.10705163498428791,                        0.06861549698216271,                    12.904047123672289,                 3.040717584181815,                -0.03567373745461212,                -0.14214693283955834,                        0.2417351221528043,                      -0.02034552266247182,                   20.016984143036662,-3263.9008407156534,   0.8461289157698304,-3263.0547117998835,  4.884349375171791e-29
                       -0.07970040765497641,                       -0.16188801145918597,                    22.756565357886167,                 4.737465760839909,                 0.08774793072663699,               -0.049414794591733445,                       -0.2859901590787236,                       0.18557990681042658,                    21.59384357321705, -3228.616439255755,   0.3733008470421355,-3228.2431384087126, 1.0295028958188547e-13
                        -0.1478160501156976,                       -0.21994286977803693,                    27.745750555477834,                0.8832890742912509,                 -0.6188938976438018,                -0.23080855391128172,                         0.338034295780547,                       0.15510776791808537,                   3.2118296053939077,-3382.2414919788807,     2.40886098334123,-3379.8326309955396, 1.9684069637928003e-80
                        -0.5695258610670523,                        0.08295955469288775,                    20.520686685330745,                1.7912560507290887,                 0.08443972194423278,                 -0.1175406885414634,                     -0.027091222486398482,                      -0.21294752488869376,                    6.079454214884751,-3461.9490984346435,  -0.8362994966320204,-3462.7853979312754, 4.759279859733163e-115
                        -0.5589729321136406,                         -0.318979275900063,                      2.38602227309742,                  4.75268461137616,                 0.10392415698374449,                 0.08908759210076714,                      -0.03276138219919563,                       -0.6329328229416332,                    2.172077899074978,-3281.0428807174253,   -3.284978705590931,-3284.3278594230164,  1.754338280228475e-36
                        -0.2779434588799133,                        0.08453506720750817,                    0.7054552441700768,                 3.762273983189326,                 -0.0948516465493273,                 -0.5773976090997665,                      -0.21726136707734015,                      0.002785875447412633,                    20.39209634763197,-3344.3063385369087,   2.3145478585081536,-3341.9917906784003,  5.876824246439817e-64
                       -0.06602431992591815,                       0.050739327827291514,                     26.00819101075322,                0.9047703369369176,                -0.05553364612640061,                  0.4007827067326671,                      -0.25325656809676855,                     0.0056527927120295154,                   0.9621153451174946, -3251.389704572847,   1.6580500980048076,-3249.7316544748423, 1.3253302493441097e-23
                       -0.11776450611644759,                        0.17118198097468698,                     8.017177626374325,                1.9552381948548958,                 0.14718798519589332,                -0.06098922210026095,                        0.4600241940674559,                         0.370520574706745,                   21.070122303191237, -3337.426306880075,  -0.8936262743823484,-3338.3199331544574, 5.7161351258256456e-61
                        -0.3198596354828252,                        0.07565662704930014,                    11.315798840595463,                1.7568645577111421,                 -0.3965315801116049,                  0.1871118087718001,                      0.010981596306894508,                        0.1219606426376228,                   29.872203645126405, -3423.957527048635,   1.5281211383466793, -3422.429405910288, 1.5033879159816873e-98
                         0.4407959828961199,                        -0.7639150805248633,                     21.84324085883014,                 4.939002235358182,                 -0.2524539606383284,                 0.08867829748446406,                        0.2361706423647843,                       0.20731624363635512,                    7.062986063679188,-3381.3242250337175,  -3.3288017553442923,-3384.6530267890616,  4.925823717681988e-80
                        0.11238100955639961,                        -0.6033878514149343,                    29.896686136763165,                 4.079281151599427,               -0.053544228524868405,                  -0.734527443378523,                      -0.13592620685501966,                        0.1960075618349658,                   20.569185499259614, -3457.303129637906,   1.7479947125913238,-3455.5551349253146, 4.957467261588901e-113
                       0.018010324442152444,                        0.21092403208222155,                     21.75393329164774,                2.9429514796769753,                -0.35436936077069975,                 0.08358842055657704,                      -0.21835526426002036,                       0.13441390086388416,                   18.803049112603237,-3347.9758984088176,   1.2658223220266014, -3346.710076086791, 1.4978664710175509e-65
                        0.30674379806140395,                        0.43617096113618053,                    1.6104012677415769,                3.3171547589912986,                -0.09877214876036645,                 0.12208915799143989,                       -0.2578797004479541,                      -0.05569779101325146,                   17.435397496791325,-3209.4581761461122,  -0.6857586756234714, -3210.143934821736, 2.1525612797324167e-05
                      -0.007962827145328722,                        0.18412203109134828,                     19.31037768482953,                3.9572408473997847,                -0.08276898521415656,                 0.43210827881814856,                        -0.250476329764468,                      0.014110671984677919,                   28.979901460467374, -3281.537972780315,   1.6806068060196124,-3279.8573659742956, 1.0692951302521368e-36
