galaxies.left_galaxy.bulge.ell_comps.ell_comps_0,galaxies.left_galaxy.bulge.ell_comps.ell_comps_1,galaxies.left_galaxy.bulge.effective_radius,    log_likelihood,            log_prior,     log_posterior,                 weight
                            -0.07803375514675925,                            0.013429229446474619,                         26.940935140066312, 43172.46089437598,   0.5369543473355356, 43172.99784872332,                    0.0
                             -0.1435957298396183,                              -0.315376143579337,                         0.6955485523842897, 43075.46166292476, -0.09533584389400221, 43075.36632708087,                    0.0
                             -0.3051052876888205,                            -0.36006284607901046,                          13.98318491398822,43003.180379944875,  -0.6656283113109347,43002.514751633564,                    0.0
                             -0.2670848274180704,                            -0.07007909377906069,                          26.73198986757051, 43042.28406370322,   0.1482000513577335, 43042.43226375458,                    0.0
                             0.09083275727682041,                            -0.34099685232000854,                          21.66401481657753,43006.916633593646, -0.12004471900242578, 43006.79658887464,                    0.0
                              -0.551188086596451,                             -0.2995304570471579,                           8.49102875924409, 42947.32860363547,  -1.6144744879917186,42945.714129147476,                    0.0
                              0.3366004105198943,                            -0.17153009148877404,                         13.676864172013332, 43284.21394711817, -0.22111674990045393,43283.992830368275,                    0.0
                            -0.27870225372738094,                            -0.06761027948003802,                         27.351822572483563,43030.339916514524,  0.11486276412298088, 43030.45477927865,                    0.0
                              0.1757788668880393,                             0.08265905887885452,                         17.061102534234642, 43485.97652034695,   0.3621703533724771, 43486.33869070032,                    0.0
                            -0.19841702743250503,                             0.29352717814873897,                         16.474514170231107, 43596.19843806613, -0.12558959678270104,43596.072848469346,                    0.0
                             -0.2952996261235318,                             0.15601903115579097,                         10.656352778681455, 43584.55451353171, -0.04790229780701388,  43584.5066112339,                    0.0
                             0.38895084698594856,                             0.03504350117782461,                         25.264220670525727, 43207.09282633706,   -0.275496748220334, 43206.81732958884,                    0.0
                             0.34364332309395373,                            0.028274715238030327,                         11.727170543243417, 43557.63240955564, -0.08871555201455739, 43557.54369400362,                    0.0
                              0.2609026913215099,                             -0.7880241102780567,                         20.592609359348263, 42605.81052888946,  -3.2562823280672406, 42602.55424656139,                    0.0
                              0.3503188373519551,                            -0.11932329748025203,                           29.5306077071146, 43042.72105944314,  -0.1891107969942192,43042.531948646145,                    0.0
                            -0.10271363274404878,                             0.04591346061662032,                         23.476574367225414, 43250.65500766995,   0.5014625413830753, 43251.15647021133,                    0.0
                             0.23745170380195063,                            -0.43350567078549535,                         12.577376522668267,43063.254506432655,   -0.785494914307804, 43062.46901151835,                    0.0
                              0.4487959172244582,                           -0.004670693656823107,                         11.456700504422965,43461.596380433206,  -0.5473233168352876, 43461.04905711637,                    0.0
                            -0.31752572620438024,                             0.39388036494408885,                          14.33917392222622, 43631.50743717856,  -0.8502385279104492,43630.657198650646,                    0.0
                            0.015100566371525298,                              0.6223445250330747,                          5.654282109594785, 44562.33383721618,  -1.5812185626508741, 44560.75261865353,                    1.0
                              0.2931497111045346,                              0.2656319480194052,                          19.51369287268886, 43574.65400888225,  -0.2976427292390514, 43574.35636615301,                    0.0
                             -0.6948539169492294,                             -0.3646500504054862,                         17.690919046568176, 42637.64992114743,  -2.8492790638565735, 42634.80064208357,                    0.0
                              0.5058673605632029,                            -0.03567671066874299,                         14.554318558707704, 43295.18028082048,  -0.8569623361171995, 43294.32331848436,                    0.0
                            -0.11231539207169744,                            0.008310392372041361,                         14.861824555099254,43422.255618841125,   0.5013199097146135, 43422.75693875084,                    0.0
                             0.02146681687406696,                            -0.12081421243723223,                         12.094589001968965,43422.153854074924,   0.4881360861816302, 43422.64199016111,                    0.0
                             0.44045335219479814,                            -0.05607630827332784,                         0.7149079784874479, 43217.85331399007,  -0.5234573007942962, 43217.32985668928,                    0.0
                              0.3938719343112394,                            -0.11742365689340183,                         19.538045136669353,  43179.6898806429,  -0.3666779009448323, 43179.32320274196,                    0.0
                           -0.014879605285698216,                             -0.3953975418456181,                         13.974273886033096, 43079.43234619677,  -0.2979956949154925, 43079.13435050186,                    0.0
                            -0.20449831608141275,                             0.20633242090646164,                         26.512516953077572, 43278.63757424943,  0.10293758038317888, 43278.74051182981,                    0.0
                               0.143115655006803,                              0.1425410734542697,                         14.237564538825492, 43646.01853048103,   0.3451185852039171, 43646.36364906623,                    0.0
                             -0.0949534852374616,                           -0.035187737791057695,                          6.715995780850623,  43709.0365881215,   0.5148169578701876,43709.551405079364,                    0.0
                          -0.0069590377100587865,                              0.3661552781127593,                           8.12617158299857, 44178.78432036119, -0.17331512349697376,  44178.6110052377,2.6703076086705664e-167
                            -0.14862905792021427,                             0.02279037712505817,                         16.264793445045427, 43377.42099117631,  0.44617441954707804, 43377.86716559586,                    0.0
                            -0.21812483130219812,                             -0.0812631472137737,                         25.503665115736094, 43073.77226848481,  0.27077362522514986, 43074.04304211004,                    0.0
                              0.2434980724068135,                             0.03350638366253445,                         22.482743261964306, 43296.77757990815,  0.23615224807917823, 43297.01373215623,                    0.0
                            -0.23633449813594298,                             -0.5645938000736047,                          9.518687647795073,42917.925494575655,  -1.5094375579138601, 42916.41605701774,                    0.0
