galaxies.galaxy.bulge.intensity,galaxies.galaxy.disk.intensity,galaxies.galaxy.bulge.centre.centre_0,galaxies.galaxy.bulge.centre.centre_1,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.disk.effective_radius,galaxies.galaxy.bulge.sersic_index,         log_likelihood,           log_prior,          log_posterior,weight
          0.0007838097205204145,             547.0214317088203,                -0.029566116480478202,               -0.0006634000071468055,              0.00027738475779703897,               0.0007868814168980331,                          0.389729320782066,                         0.0315879074297449,                        0.3064572107921855,                       -0.1168008858552808,                    2.3437088507145156,                     1.73642728093964,                 2.658096314120457,    -178915472228.66876,  1276.4505181833729,    -178915470952.21823,   0.0
              17.11977482065863,        1.1459144397840697e-06,                  0.02455904287639024,                0.0008436218038613136,                 0.02079102921124916,                -0.02505104211063606,                         0.4202710588081063,                       -0.06422588665039526,                       0.23877002602475406,                     -0.034257725665435605,                    0.8367980917427346,                   1.5242083822592967,                3.0757111796490637,     -37989857.43582894,   872667.6809683692,     -37117189.75486057,   0.0
             215.71414642804746,        1.3367675398572184e-05,                 -0.04441304877000492,                 0.006530985723119095,                 0.04172686723244974,                -0.01784750512352634,                        0.26387620679795615,                       0.025156594946945977,                        0.4894489828312313,                      -0.02710866875846912,                    0.8092969376538315,                   1.9687819451182147,                 3.041204602022011,     -5589368880.560854,   74808.48481130772,     -5589294072.076042,   0.0
          0.0020472221316077026,        2.1762541105751348e-05,                 -0.03124260474488688,                  0.04972633097741609,                 -0.0451537263318516,               -0.019748515770641087,                         0.3646229299372885,                       -0.07384495748819817,                       0.30900593244710717,                       -0.0989089433935626,                    1.7948588939339318,                   0.3148040522197456,                2.7551409039335453,      -231478.229559323,  46440.701101538645,    -185037.52845778436,   0.0
          1.831257005448131e-05,        3.2478608401711685e-06,                 0.016302012943689645,                 -0.01155928997505725,                 0.04738623192958695,               -0.015158150782633682,                         0.3421832906225348,                        0.07546430439048825,                        0.3708358558030578,                       0.07559170852263565,                    1.4821943041301917,                  0.37922159152148116,                3.4536928620123657,     -233422.4298593538,   362504.4831227264,     129082.05326337257,   0.0
             1161.7729893737119,             718.9566905282898,                -0.006625431552556647,                   0.0431468222764034,              -0.0063565156973000025,                -0.03284193329302415,                         0.4779539601099768,                        0.20494907480280788,                       0.27842200245553306,                       0.04822369225233767,                    1.3703501985543145,                   0.3305144608463727,                3.9329258435444756,    -1203812120776.3245, -0.8545242584428274,     -1203812120777.179,   0.0
               4736.15426695971,         0.0007722321620320734,                -0.022347272266432384,                 0.028851011080620936,               0.0030697673891034866,                 0.03321834622590933,                        0.21098227112228707,                       0.017549687682861196,                        0.3397220993074281,                       -0.1331048095762304,                    1.1586668512235603,                   0.8598085951179331,                2.8139424263344184,     -7408264866333.407,  1296.6921945828674,     -7408264865036.715,   0.0
              84539.32692220218,            2407.7707152329017,                -0.008397965700695662,                 0.006856183543981972,                0.009030702842334072,                 0.04336873691159411,                        0.23354625478521257,                        0.09729449844047142,                       0.37578261989367107,                       0.07231999878581256,                     1.492143521134759,                    2.111433390300685,                 2.434558424738833,    -4790512835875981.0,  0.8122123378722905,    -4790512835875980.0,   0.0
              759.7961768940066,            22063.573460360953,                  0.03688994605430394,                -0.009451491922548683,                0.024508454511587965,                0.013949249676185244,                        0.22820302115782637,                        -0.1104889290969908,                       0.27003618417311104,                       0.02731854628245709,                    1.1477406672385835,                   1.1122152715008007,                3.7811266552867746,      -87079599689099.3,  1.7174706703142222,     -87079599689097.58,   0.0
              9.203565879526993,          0.006597595623076636,                 -0.02172851723853586,                 0.010345199728785982,                 0.02770025423168876,               -0.041728125557685604,                         0.2632992543875555,                       -0.17711161950173243,                        0.2637091109729871,                      -0.18614206077393253,                    0.8744868788380198,                   1.0531261103894392,                1.1709474957622747,     -5242379.792112212,   149.6520371026825,     -5242230.140075109,   0.0
              890.8154030247297,            102624.42867884025,                 0.030933089667601596,                  0.02589605464583726,                0.030191141637141247,                0.014721566737345787,                        0.30645246753269767,                       0.027950370574782765,                        0.3833057601601133,                        -0.128786588775451,                    1.6665739041307055,                   1.0559781382749862,                2.5311812123152047,    -1686742986618630.5,   1.961034881415606,    -1686742986618628.5,   0.0
