0.galaxies.galaxy.pixelization.regularization.coefficient,1.galaxies.galaxy.pixelization.regularization.coefficient,     log_likelihood,            log_prior,      log_posterior,                 weight
                                    0.0013589165611869686,                                       130.17817850546405, -46942.96790742618,    735.8880357034199, -46207.07987172276,                    0.0
                                       2668.0631404721416,                                      0.03725892606598147,-119928.31998300817,   26.839581017802658,-119901.48040199037,                    0.0
                                    0.0012263551114868893,                                        0.737054916664661,  6639.915357777484,    816.7812480655152,  7456.696605842999,                    0.0
                                        1105.016741072053,                                    0.0012829463178574568,-115054.16470337508,    779.4567450724062,-114274.70795830266,                    0.0
                                       1.3461153314008163,                                        596.9776955599028, -103988.6023568109,   0.7445535017802118,-103987.85780330912,                    0.0
                                       19.570328111719757,                                        94.32813563562954, -34553.83795186468, 0.061699054466430314, -34553.77625281022,                    0.0
                                       27.040218696904887,                                    0.0008988172003909955,-1024.0641636385762,    1112.610261104496,  88.54609746591973,                    0.0
                                    0.0012023189143725225,                                       1.9214202727926033,  6637.232742023287,    832.2465303731185,  7469.479272396406,                    0.0
                                     0.002528448320461455,                                       0.8538728321609409, 7123.4364528647675,   396.67061618123836,  7520.107069046006,                    0.0
                                        18.37931129071009,                                        6.305941666180859,  4542.531169902432,  0.21298960076874576,  4542.744159503201,                    0.0
                                      0.10238611613254757,                                       1699.1366670302102,-113711.92149297721,    9.767537782504947, -113702.1539551947,                    0.0
                                      0.17060923534410247,                                    0.0004065416752843891,  6225.464197488987,   2465.6337663167888,  8691.097963805776,                    0.0
                                   0.00045560716675510995,                                      0.01832653643262257,  4702.193004051136,    2249.438971939283,  6951.631975990419,                    0.0
                                       0.4849763399242575,                                         4.98921726695077,  9631.856164997986,   2.2623885013497893,  9634.118553499335,                    1.0
                                    0.0008356829610838061,                                   0.00022601855848586395, 2536.6138554185727,   5621.0414895542835,  8157.655344972856,                    0.0
                                        5.429905254729489,                                    0.0035800958353299607,  7933.418949538349,    279.5062968601972,  8212.925246398547,                    0.0
                                        1.442592602915726,                                        17.23372407911478,  5318.677865664231,   0.7512221643247826,  5319.429087828556,                    0.0
                                        1361.235883981214,                                      0.03810121368799269,-115817.13258946306,    26.24661771542781,-115790.88597174763,                    0.0
                                      0.16939802114365632,                                      0.27262521650159766,  9506.386811170007,     9.57129595017885,  9515.958107120185, 3.2311117940533434e-55
                                     0.043936065096065686,                                     0.005811369690406191,  7000.789940900571,   194.83681807538855,   7195.62675897596,                    0.0
                                     0.016527759359018575,                                       0.3604910916280881,  8158.575071530529,   63.278262759988685,  8221.853334290518,                    0.0
                                     0.022718460371302093,                                        727.9795563048352,-109104.89177404597,    44.01844100386054,-109060.87333304211,                    0.0
                                     0.054730908982520796,                                      0.10585791349960574,  8521.612048722338,    27.71783613695671,  8549.329884859295,                    0.0
                                        690.5865066455241,                                      0.21855059569795632,-102659.91190039695,    4.577047560981456,-102655.33485283598,                    0.0
                                     0.015061238458223917,                                       10.322589594276387,  5769.401337340309,    66.49247729451423,  5835.893814634823,                    0.0
                                    0.0002671693717992355,                                     0.001215994810082079, 2844.8433823603273,    4565.315941587286,  7410.159323947613,                    0.0
                                      0.12800987237414285,                                       2.1431177090768028,   9553.92073043755,     8.27850741260606,  9562.199237850156, 1.4225607624520947e-34
                                       162.40341275823153,                                     0.000751196832502355, -46827.91054613878,   1331.2151785410003, -45496.69536759778,                    0.0
                                      0.01899828987243406,                                        8701.374847949768,-116045.33018916383,    52.63643149362713, -115992.6937576702,                    0.0
                                       3735.8182192319655,                                    0.0026163160659734637,-122095.54137568254,    382.2170850602999,-121713.32429062224,                    0.0
                                       186.64685246886222,                                   0.00011587587288822154, -53693.15902916367,    8629.929560868504, -45063.22946829516,                    0.0
                                   0.00010869360221376196,                                      0.00791216973389131, 3431.9918987168667,    9326.561093768101, 12758.552992484969,                    0.0
                                       0.2119801611697936,                                   0.00021556893283738415,  5968.440126890812,    4643.604793032227, 10612.044919923039,                    0.0
                                      0.16338682737105006,                                      0.18911250099633048,  9374.704342406592,   11.408302173955303,  9386.112644580548,2.0911367631769123e-112
                                      0.21859108867959368,                                   0.00014683310732506701,  5770.474910684043,    6815.027913442887,  12585.50282412693,                    0.0
                                     0.013195258243976991,                                       212.79702253506645, -70172.75551281475,    75.78949878579272, -70096.96601402896,                    0.0
                                       1903.3609563285077,                                       1305.6856567808788,-239754.50423375767,0.0012912675458443238,-239754.50294249013,                    0.0
                                       12.516643863474055,                                       281.90123698260936, -83834.68691492283,  0.08344096257154748, -83834.60347396026,                    0.0
                                       386.21612479714685,                                        923.7750615342195,-201535.68585947505,0.0036717384554079474, -201535.6821877366,                    0.0
                                        9.496512281373068,                                        65.97642925317346, -18494.95337554107,  0.12045874535297772,-18494.832916795716,                    0.0
                                     0.004346796667268781,                                     0.000836833831486848,  4384.573504508265,   1425.0348373114832,  5809.608341819748,                    0.0
                                   0.00047691726302676263,                                       13.100983503141272,  2460.627875945338,   2096.8760845815686,  4557.503960526907,                    0.0
                                       1670.7460007841805,                                      0.09888256706834332,-117225.68825716978,   10.113604595121338,-117215.57465257465,                    0.0
                                   0.00010671616372330802,                                        695.6234634056838,-111835.56254968523,    9370.653128082839, -102464.9094216024,                    0.0
                                     0.003305849592429655,                                       14.368049081199374, 3174.4783195032096,    302.5636997191586, 3477.0420192223683,                    0.0
                                       0.4882346682975558,                                       201.39432693066985, -65274.17426281801,   2.0531607796242555,-65272.121102038385,                    0.0
                                        8.338292723402386,                                   0.00026232648188507206,  5541.064230292921,    3812.163580545369,  9353.227810838289,                    0.0
