galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,    log_likelihood,           log_prior,      log_posterior,weight
                 0.09162045085958173,                  0.6623957039095303,                      0.010226954399635632,                        0.5807640407164548,                   12.568658399715206,-9135.166886911284,  1.1816239314119206, -9133.985262979872,   0.0
                  0.6242146230778025,                 0.04506719864416574,                       0.27214854037230396,                      -0.16077972697295365,                    7.729830563692341,-9135.166886911284,  2.1926744060652754, -9132.974212505218,   0.0
                  0.0701362793622038,                 -0.4022866123418202,                      -0.38212195164205065,                      -0.14295586682216607,                   18.753877714629333,-9135.166886911284,   0.573452466849174, -9134.593434444434,   0.0
                  0.2978875807187446,                 -0.5387369657010822,                       0.21887102328408023,                      -0.20648110325846894,                   11.585094328668117,-9135.166886911284,   2.174205287718042, -9132.992681623566,   0.0
                  0.2796872260424877,                 0.26669557909622904,                      -0.44009291944000656,                       -0.1736932938182347,                   18.733316577019366,-9135.166886911284, 0.15789851071325378,  -9135.00898840057,   0.0
                 0.25280033502289984,                 0.15692519705539779,                       0.13910973267479038,                      -0.19108050107021254,                   0.6251412394118139,-7101.112907363633,  0.7532869161705417,-7100.3596204474625,   0.0
                 0.09352744465018134,                 0.09573713432957094,                       0.41856149177732294,                         0.354136893677963,                   19.858285897622476,-9135.166886911284, -0.9987349244670942, -9136.165621835751,   0.0
                 0.15091397464623812,                -0.10293375657566041,                       0.18185708371588602,                       0.12065818918490603,                    27.53044392337785,-9135.166886911284, 0.49256323409723435, -9134.674323677187,   0.0
                 -0.1450062939256202,                 0.23668864840063297,                      -0.12460688342148675,                      -0.07309260192952916,                   12.063068771203582,-9135.166886911284,  0.8838907298508004, -9134.282996181433,   0.0
                  0.0914475902454348,                 0.12234551542219876,                       0.16974160714012226,                       0.07314722350519848,                    19.95524754065627,-9135.166886911284,  0.5116097281712011, -9134.655277183112,   0.0
                -0.10765551925254392,                 0.10674635322961006,                       -0.2815593379524081,                        0.8227071737639076,                    6.940768971370384,-8899.511973282722,  -3.501204811840068, -8903.013178094563,   0.0
                -0.37806228832604166,                0.050248018810318124,                      -0.07309240997499251,                        0.9246761899074466,                    23.17216234625308,-9135.166886911284,  -3.399951142571071, -9138.566838053855,   0.0
                  0.5672744409444985,                -0.11728786887856493,                       -0.2798080055582385,                      -0.16555372474993132,                    4.525603097369513,-9135.166886911284,  1.8487642969341127,  -9133.31812261435,   0.0
                 0.20044618564394762,                0.023192841495545093,                       -0.4036568980945525,                       -0.6404822663979715,                   12.092197403360682,-9135.166886911284,  -2.386213611375144, -9137.553100522658,   0.0
                  0.7544450961018736,                 0.07235729913314995,                        0.4796393175463942,                       0.20653024696643815,                    12.38488903853088,-9135.166886911284,  2.2479764310435972,  -9132.91891048024,   0.0
                 0.12281435231922597,              -0.0010653423703805194,                      -0.14203076416424823,                      -0.12989630578350742,                   13.378676148945193,-9135.166886911284, 0.44977836406056204, -9134.717108547224,   0.0
               -0.030990372090482787,                 0.15433639308938832,                      0.047242591892031026,                     -0.047166253806054194,                    8.120487613583801,-9135.166886911284,  0.6846944504088974, -9134.482192460875,   0.0
              -0.0012552086992204722,                 0.11352559157842784,                       -0.2519633601882557,                      -0.32668057220993635,                    3.231788085647944,-9135.166886911284, -0.3021927887690593, -9135.469079700053,   0.0
                 0.10544770487302907,                 0.06720848470109925,                       -0.3919804554272744,                       0.38113071795415526,                    25.06235409496559,-9135.166886911284, -1.0019539392232728, -9136.168840850507,   0.0
                -0.48172884998506826,                  0.3714196486990923,                      -0.12734240689830228,                        0.1301794339839359,                    7.035774910708891,-9135.166886911284,  2.4431881132604985, -9132.723698798023,   0.0
                 -0.2065617204480507,                 0.38784001622619524,                       0.01908824160801016,                     -0.006135886961622517,                   21.400229279717166,-9135.166886911284,  1.6422611451696074, -9133.524625766115,   0.0
                 0.03899302186356007,                -0.36098422518873147,                         0.153106591403228,                      -0.04431263984039684,                   14.762391859431435,-9135.166886911284,  1.1630345659702663, -9134.003852345313,   0.0
                -0.33412913740918165,                 -0.3023996816886478,                       -0.3076012867073339,                       0.18063514856268945,                    16.73249699026702,-9135.166886911284,  0.9931201840952991, -9134.173766727188,   0.0
                  0.8232806916681136,                -0.27171292294260113,                     -0.037288196870462156,                      -0.12490478770806929,                   15.091451083469877,-9135.166886911284,   4.653048821197323, -9130.513838090086,   0.0
                 0.22325846002744767,                -0.07354516668877367,                       0.20624357972035437,                      -0.37376606358420406,                    17.21873156667663,-9135.166886911284, -0.1336825515542424, -9135.300569462837,   0.0
                   0.209021922685476,                  0.5083612210172104,                       -0.4085773239191431,                       0.45483300311169844,                   18.634248540813637,-9135.166886911284, 0.17352332512741275, -9134.993363586156,   0.0
                -0.02171930887925286,                -0.10161012142777924,                        0.3681992944515967,                       -0.2784494515010845,                    6.880013560608537,-9135.166886911284, -0.5521504369717841, -9135.719037348255,   0.0
                -0.20662820638809884,               -0.006646324357516373,                       0.28441523057372503,                       -0.0781866769229004,                    7.015047472937038,-9135.166886911284, 0.32586446187946533, -9134.841022449404,   0.0
                -0.11174008876060547,                 0.13322430545439853,                      0.040784554044270865,                       -0.3313668759501326,                   11.099165514812226,-9135.166886911284, 0.12049205744845054, -9135.046394853834,   0.0
                -0.14757511537986953,                 0.26657064003356734,                      -0.15941632894060512,                      -0.27258985478087194,                   19.161027540796002,-9135.166886911284,  0.5335606645064351, -9134.633326246778,   0.0
                 -0.2324581198504952,                 0.19318656722704097,                        0.1166878534730848,                      -0.26082926516367744,                   27.529883814798936,-9135.166886911284,   0.625729223298011, -9134.541157687985,   0.0
                  0.6778666435067993,                 -0.2269835072156361,                     0.0020896718516826914,                        0.5342250125281074,                   20.207645312997357,-9135.166886911284,  1.8252520103011518, -9133.341634900982,   0.0
                -0.12130316661231302,                -0.16270064378449015,                      -0.37953648841405946,                        0.7908275741437415,                   29.896182012449685,-9135.166886911284,  -3.474160259330342, -9138.641047170613,   0.0
                  0.1982253052062408,                  0.3351192001094951,                        0.3031386337418202,                      -0.16884112651260552,                     8.30769898055895,-9135.166886911284,  0.7451065905747717, -9134.421780320708,   0.0
                 -0.3344977780967392,                -0.11426404253564297,                        0.3263841800416016,                       0.16123413137595594,                   10.906610741027922,-9135.166886911284,  0.5296852807360102, -9134.637201630547,   0.0
                  0.1108840396467465,                 -0.5415403294100344,                       -0.3224772569382289,                       0.40349342396059684,                    5.205085596234973,-9135.166886911284,  0.7871337103904792, -9134.379753200894,   0.0
               -0.022511426297564273,               -0.019329070046539894,                      -0.15749872131091158,                        0.8583703770760259,                   12.221764358458852,-9135.166886911284, -3.6544654473731653, -9138.821352358656,   0.0
