galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,galaxies.galaxy.disk.centre.centre_0,galaxies.galaxy.disk.centre.centre_1,galaxies.galaxy.disk.ell_comps.ell_comps_0,galaxies.galaxy.disk.ell_comps.ell_comps_1,galaxies.galaxy.disk.effective_radius,dataset_model.background_sky_level,     log_likelihood,           log_prior,      log_posterior,weight
                         0.1729554676079075,                       -0.24400791067464653,                     14.89221902219793,                3.4310048710223695,                  0.5850241559948322,                -0.12275417427335823,                       0.42288513327559135,                        0.6413188719046996,                    16.24356814005443,                1.6830098299116218, -76268.58432965851, -0.6467252662358556, -76269.23105492475,   0.0
                        -0.1056748353262344,                        -0.1870698200293976,                    21.354301150124513,                2.7694674227754765,              -0.0005429842716983157,                 0.09439409997241681,                        0.3075021167643031,                        0.2172682055920253,                   15.756805777426553,               0.05379692758492538, -34618.31042131254, 0.14904452728451095,-34618.161376785254,   0.0
                        0.27493655427287117,                         0.5325439007713229,                    0.1451968277743898,                0.9377390400785995,                  0.8032874419325887,                 -0.6026125513433574,                       -0.2602806906944235,                      -0.41525121911902974,                    20.88382482971898,                0.5109538826166227, -50828.97332864976,   3.416014781573466, -50825.55731386819,   0.0
                         0.5935070541599281,                        0.10111536206626387,                    26.388039709062085,                3.3849230582924896,                 0.05353779802947725,                 -0.0663942841002089,                       0.42829304655412637,                       0.33949633499742826,                   21.818973367214173,                 4.013179326299597, -36278.22803707365,  -2.489168615973392, -36280.71720568962,   0.0
                          0.255986424291737,                       -0.19809025162869398,                    14.151908841051261,                 2.014464287044202,               -0.012938172490881845,                  0.3009907765764938,                      -0.40734334585541637,                        0.3275207834309141,                    8.867558234770023,                 1.898579102791313, -41269.97411404699,-0.45200906099941807,-41270.426123107994,   0.0
                       -0.22091836549458063,                         0.1523659145465958,                    28.647965837173864,                1.1112485522836233,                   0.330400173811783,                -0.12485831825115382,                       -0.1017313876366785,                       0.05033863361279314,                   19.106024987158932,                 3.526938585884664, -45835.81810020931,  1.3649617357272872, -45834.45313847358,   0.0
                       -0.26942760515300146,                        0.37867351455198656,                    14.650963573885678,                 3.322323669267247,                0.025952506769482672,                -0.33642734074994046,                       0.22988877838396146,                      -0.17012382068651286,                    24.17681988744342,               0.16976524498491075, -32114.23326712267, 0.12179914283704536, -32114.11146797983,   0.0
                        0.04851144040040716,                         -0.180162759857919,                    10.947240877225166,                 0.899127973711557,                -0.03715212905546013,                  0.3324456568309123,                      -0.19387596122926737,                         0.395428618684078,                    4.260265092457186,                1.0869284631773386,-38775.058801223066, 0.49433067814016196, -38774.56447054492,   0.0
                       -0.21673217737209347,                        0.09015780963288535,                     20.75600799665751,                3.5098265446965966,                -0.00470553745225312,                  -0.294783826478223,                       0.18968548973559377,                       0.13586678275757683,                   2.9567671043348343,                0.9320535581717487,-189937.54382844147,  1.0178933263829808, -189936.5259351151,   0.0
                        -0.3080912535598516,                        0.11985859650888897,                    13.444634019691179,                 1.499541011622798,                  0.2891640873152896,                  -0.075224596157041,                      -0.10096263450377634,                        -0.649916859345054,                   13.556974677455138,                0.6606898066922384,-51951.204232330296, -1.3708571372873073, -51952.57508946758,   0.0
                         0.2477462827507482,                        -0.8193746152535558,                     28.05779103995807,                 2.951171154324534,                -0.16295989664816515,                  0.7905458368029691,                     -0.032179149348775214,                      -0.03584987113631754,                   19.588967404771488,                0.8907298655159668, -45372.58724986387,  0.6793763537917406, -45371.90787351008,   0.0
                        0.04608565054157314,                        0.04797953034416354,                     9.821442050992998,                1.2321277173930818,                -0.22368875061698495,                  -0.356511958190378,                        0.7921318097091455,                     -0.019574275346443022,                   24.743487131354488,                  2.61948598997869, -38448.50890462955, -1.3850092106029535, -38449.89391384015,   0.0
                         -0.288144739448679,                         0.7556263222337846,                    11.430347354430946,                 3.127428106179198,                  0.8293596140898453,                -0.13770801110254433,                      0.035190702451135376,                       0.13134832694670018,                    27.67648401565909,                2.8709283713911873, -48070.88197686205,  1.3341908604573631,-48069.547786001596,   0.0
                        0.21804570318092084,                         0.3993315238604703,                    17.664988305328468,                4.2052960224937115,                 0.09722610567549761,                 0.20564550162908427,                       -0.6472700162039505,                      -0.10874999067593698,                    16.37932144874045,                 1.686215199835539, -35969.84651303531, -2.1122714093083994,-35971.958784444614,   0.0
                       -0.09736303974671894,                       -0.33798123896450694,                     19.45265156434811,                 2.973837182182275,                -0.19454839590233244,               -0.043578177750815225,                       -0.7572062416575103,                       -0.3135470945774666,                   11.182330510822675,                 4.456144966887951,-29798.708032768925,  -3.054405717039227,-29801.762438485966,   0.0
                        -0.1464877612318903,                        0.31429291846576773,                    16.613909481986905,                4.6317201590033585,                 0.35654789227117356,                 -0.5763827590452829,                       -0.6686516095136632,                       -0.1274754705748786,                   5.4779465619767365,                0.8676152410994431, -262373.8005325707, 0.45334776915645947,-262373.34718480153,   0.0
