1.galaxies.galaxy.bulge.profile_list.19.centre.centre_0,1.galaxies.galaxy.bulge.profile_list.19.centre.centre_1,1.galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,1.galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,          log_likelihood,            log_prior,           log_posterior,weight
                                  -0.005788370974128432,                                  -0.006662661568263256,                                          0.16517176752559923,                                           0.2814326640542894,     -18659.106648797664,-0.019803686211101568,     -18659.126452483873,   0.0
                                   -0.04004276293590987,                                    0.08132398655702774,                                         -0.29835693844367417,                                          0.10066286029964547,      -4392.047474869849,  0.02095288613910279,       -4392.02652198371,   0.0
                                   -0.05488788392280289,                                   -0.08372063876116805,                                         -0.08066959031282118,                                         -0.06236216123999927,      -5436.501012187898,    0.514026509502582,      -5435.986985678395,   0.0
                                    0.05949205629083626,                                    0.09263215664842148,                                           0.2213333564428718,                                          0.24374184307437322,     -24415.489284903633, -0.03042859485184926,     -24415.519713498485,   0.0
                                    0.03638032159721366,                                 -0.0028180998499414134,                                           0.1665584461940099,                                        -0.007845777765903011,     -14814.222226757876,  0.41732289688284463,     -14813.804903860993,   0.0
                                    0.08333709679416573,                                    0.04619604022917298,                                          -0.2314185768096456,                                           0.4441015064007869,     -18821.113693606192,  -0.8214406222990174,      -18821.93513422849,   0.0
                                    0.03925830890404203,                                   0.029647990946942815,                                          0.18515100480702254,                                           -0.285954105721068,     -29584.897142439215, -0.07294028607532758,      -29584.97008272529,   0.0
                                    0.09773614624562674,                                    0.07763410914440028,                                          0.31406076229290286,                                         0.040474314168610866,       -30174.4906393805, 0.014717006371156693,     -30174.475922374128,   0.0
                                  -0.017148070383595088,                                  -0.005313637066700433,                                          0.09692087459356626,                                           0.3770139120890697,      -19678.23024876779, -0.27006528985810974,      -19678.50031405765,   0.0
                                   -0.05573639773116488,                                   0.012070640790191003,                                           0.5338952117058001,                                          -0.3234686515789005,     -50043.497186325454,  -1.5930815109468137,       -50045.0902678364,   0.0
                                   0.003538132533672661,                                    0.01630932668745018,                                          0.17578276718770955,                                         -0.42369702147472316,      -36979.26504199926,  -0.5972075198916315,      -36979.86224951915,   0.0
