1.galaxies.galaxy.bulge.profile_list.19.centre.centre_0,1.galaxies.galaxy.bulge.profile_list.19.centre.centre_1,1.galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_0,1.galaxies.galaxy.bulge.profile_list.19.ell_comps.ell_comps_1,          log_likelihood,            log_prior,           log_posterior,weight
                                    0.02346629313366347,                                   -0.04898574010464085,                                          0.08278710304489542,                                         -0.05471479897944796,     -10270.438035428195,   0.5170776667127741,     -10269.920957761482,   0.0
                                    0.01868199176654381,                                  -0.029405227686514948,                                          -0.3293012248766959,                                         -0.19823384691863896,     -15379.079523620516,   -0.248969783906821,     -15379.328493404422,   0.0
                                   -0.05635248523160424,                                     0.0240780895459239,                                        -0.060472902359137076,                                         -0.06837117304269613,     -3980.4490906293126,   0.5254989135736379,      -3979.923591715739,   0.0
                                     0.0901504263383224,                                   0.039329630037036656,                                         -0.18836265073788505,                                         -0.39945092009305205,     -30072.043169348988,  -0.5117785116108972,       -30072.5549478606,   0.0
                                    -0.0387895472939172,                                    -0.0954176453169509,                                           0.3224240513598517,                                           0.3788800678593068,      -35841.71550929708,   -0.803255450278591,      -35842.51876474736,   0.0
                                    0.01685518932087819,                                    0.03697198456806522,                                         -0.20843471912068667,                                           0.3066584877809136,      -7589.795920812381,  -0.1920170366487191,       -7589.98793784903,   0.0
                                   0.039244111513141194,                                   -0.08739191221470555,                                          0.04819648907529061,                                          0.12480788386642361,      -7399.226728606144,   0.4723415790657086,      -7398.754387027078,   0.0
                                    0.04823796539779274,                                  -0.016176546853790955,                                        -0.053216198584035146,                                           0.2416304918048565,       -5623.31182717262,  0.23168964058130315,      -5623.080137532039,   0.0
                                   -0.08949477455419974,                                   -0.07552402566043018,                                          0.06013598867632643,                                          0.30868501612259625,     -17124.455855083106, 0.022325651964111598,     -17124.433529431142,   0.0
                                    0.02976317460994471,                                   0.005726354165626099,                                           0.4314057488760701,                                         -0.13341679379006563,      -38679.93778696256,  -0.5610531520128719,     -38680.498840114575,   0.0
                                   -0.09978730211281375,                                   -0.05292286149988488,                                         0.026328687855819054,                                          -0.3346966250391446,     -28154.597086241003,-0.054409094169866945,     -28154.651495335173,   0.0
                                    0.06307294548319362,                                   -0.01800324007419371,                                           -0.225810682769129,                                          0.15289793226590717,     -1888.3660804153901,  0.15862861956875934,     -1888.2074517958213,   0.0
                                    0.09815134559307487,                                    0.07561975022117212,                                           0.3481419412857139,                                          -0.3046516949935579,       -42625.9679616386,  -0.6171892937689247,      -42626.58515093237,   0.0
                                    0.04983713321196978,                                   0.041105040225229206,                                           0.2606147942407148,                                           0.2731828139296022,      -26652.45518708413,  -0.2201529285411053,     -26652.675340012673,   0.0
                                   -0.05122606388936202,                                  0.0018620083466655002,                                          0.17533522749607175,                                          0.24424499874340627,     -18376.830496083665,  0.06957406807756158,     -18376.760922015586,   0.0
                                    0.03321670404081167,                                   -0.07441645435803823,                                          0.08609124931725834,                                         -0.21975865852329463,      -20211.55315002922,   0.2623101247847916,     -20211.290839904435,   0.0
                                   0.021496691601363582,                                   0.008937242636552975,                                         -0.01161471992644953,                                          -0.4211157079014013,     -30749.069209024616, -0.41417748607800753,     -30749.483386510692,   0.0
                                    0.04335190610336068,                                   -0.03968423931869669,                                          -0.3650286340054914,                                          0.30010676345218024,     -11249.503775299276,  -0.6688254413746166,      -11250.17260074065,   0.0
                                    0.07231476249399207,                                    0.04412166909148632,                                           0.3014439014879979,                                           0.3590732808064318,     -33353.216599431296,  -0.6493369614842975,      -33353.86593639278,   0.0
                                   -0.02857739700884028,                                    0.09395402159653765,                                          0.08491496513483984,                                          -0.2479195792252496,     -22917.717973053037,  0.19025958110639424,      -22917.52771347193,   0.0
                                    0.08154992930945082,                                   -0.03780458781305843,                                          -0.3584300512619751,                                         -0.11729044114664798,     -13344.094793892906, -0.21837641981005843,     -13344.313170312716,   0.0
                                    0.07554043201277363,                                   0.030793276941510433,                                          -0.6569227256887658,                                        -0.025780792600245673,     -27293.105834208796,   -1.829392906262374,      -27294.93522711506,   0.0
                                    0.05467169413486567,                                    0.06353260859763729,                                           0.6974950829198181,                                         -0.10644371021060113,     -54200.007666259975,   -2.193934780413864,      -54202.20160104039,   0.0
                                  -0.011232860138738213,                                   -0.05785832085516567,                                          -0.0977786094320778,                                          0.17336414553741378,      -1554.600181832961,   0.3516978346991024,      -1554.248483998262,   0.0
                                  -0.019435481079836614,                                   0.003018176741639511,                                          0.09674177733461328,                                          0.07304297374133703,     -8117.3602013081145,   0.4901508120632738,      -8116.870050496052,   0.0
                                    0.06103832603729173,                                   -0.09088240030738576,                                         -0.12133297701884956,                                         -0.19604380352124826,     -13233.944934806334,   0.2764807191938465,      -13233.66845408714,   0.0
                                  0.0073116635281564035,                                   -0.05226277911751612,                                          0.06025083101499179,                                          0.10108928215595916,      -6331.051095327297,   0.4948454892301257,      -6330.556249838067,   0.0
                                   0.009324402242335245,                                   0.004002132332926317,                                         -0.16771799774935436,                                          0.04317306072697554,       1091.994583102299,  0.40515640958132937,      1092.3997395118804,   1.0
                                   -0.03571812718862673,                                   -0.09509543421204535,                                          0.07837506072990853,                                         0.055473494901283074,       -9488.50493347234,   0.5205635271402629,      -9487.984369945201,   0.0
                                  -0.023913698140591078,                                  -0.014710123359802596,                                         -0.06219935161739594,                                          0.07859486539922252,       318.6096874171526,   0.5159748969860027,       319.1256623141386,   0.0
                                    0.06024950772440871,                                   -0.05898260215574476,                                           0.0265637911236615,                                          -0.2090250238704563,      -16747.94035317306,   0.3251349892406695,      -16747.61521818382,   0.0
                                   0.009994173939095102,                                   0.004561264352179517,                                         -0.04599759977304697,                                         -0.06930316669576746,     -3619.4020952866013,   0.5333482531515785,       -3618.86874703345,   0.0
                                   0.009053747452284822,                                   -0.06791955948935376,                                          -0.6035335732162319,                                          0.11034777812210783,      -20904.58415309818,  -1.5194889581633992,     -20906.103642056343,   0.0
                                   -0.08168995960974741,                                   0.019779160853264283,                                          0.43231645109682687,                                           -0.293375137497127,     -45099.934292966485,  -0.9446949529121468,       -45100.8789879194,   0.0
                                   -0.07786767395318453,                                  -0.026281375261611825,                                          0.05193554344734649,                                          -0.3115076780935496,     -25782.870912671584, 0.017705886010117244,     -25782.853206785574,   0.0
                                    0.03460494282775356,                                   -0.03834181690585075,                                          -0.3459021947192766,                                           0.2860164672328974,-1.2748979131748428e+238,  -0.5474019676320698,-1.2748979131748428e+238,   0.0
                                    0.02909224202136887,                                    0.08175780943123942,                                         0.025614129366349495,                                          0.16849044352511616,      -7177.853672138495,  0.41042378046522465,       -7177.44324835803,   0.0
                                  -0.035597311750941565,                                    -0.0705151349300026,                                          -0.3215297051549122,                                          0.05195428080669182,       -5688.79817840697, -0.01755113847176948,      -5688.815729545441,   0.0
                                    0.07467509301095188,                                    0.03688096561096185,                                        -0.021259630049906143,                                           0.5959287635939633,      -30707.71804322587,  -1.4036759415681215,     -30709.121719167437,   0.0
