galaxies.right_galaxy.bulge.ell_comps.ell_comps_0,galaxies.right_galaxy.bulge.ell_comps.ell_comps_1,galaxies.right_galaxy.bulge.effective_radius,    log_likelihood,            log_prior,     log_posterior,                 weight
                               0.1822470219938461,                             -0.16012939221412584,                          29.972641457761313,44448.995813632784,   0.2448110799429783, 44449.24062471273, 9.269949286519975e-174
                              0.08056723084604868,                           -0.0024873446121571655,                          12.298436907502289, 44546.69591072314,   0.5356896005378151, 44547.23160032368,2.4985635842874695e-131
                               0.4574756984056321,                              0.06658434348417956,                            16.7532142323372, 44504.77114606522,  -0.6155338653484068, 44504.15561219987, 1.548803994202932e-149
                             0.008811892054462287,                              -0.0569536564572336,                           3.760687057465396, 44709.50320404005,   0.5533334735599931, 44710.05653751361, 1.2705726632649114e-60
                             -0.07637583432384547,                             -0.17691558502611132,                          22.678475038148058,44459.482902673815,   0.3654944520690673, 44459.84839712588, 3.323244234659157e-169
                             -0.05932924942126227,                              -0.2579251451090429,                            15.2372457717191, 44480.73379164509,  0.18264474083230908, 44480.91643638592,  5.63256323035146e-160
                              -0.3106233261216434,                              0.00388797554975215,                           7.241178073071367, 44604.15542710009,  0.03566348100821415,  44604.1910905811,2.2492685007238833e-106
                              0.09731548812246975,                              -0.2894371113468661,                           27.45942619020658,44447.889073606246,  0.05376248896052277, 44447.94283609521, 3.064970309263491e-174
                               0.3444498916522534,                              -0.1174710032352744,                          18.781710092447454, 44476.18990155074, -0.16402094885624532, 44476.02588060188, 5.988522441777308e-162
                              0.25471820730234523,                              0.25276445064245795,                          13.717764469727786,44589.558255701646, -0.14361021652042918, 44589.41464548513,1.0293671666242344e-112
                             -0.43553221261152125,                             -0.20496398901957896,                          23.999275198057603, 44449.29394506126,  -0.7154286186159923, 44448.57851644264, 1.248976285702634e-173
                             -0.19701847237405815,                             -0.09388207666118704,                           7.685251683385086, 44582.57492019098,   0.3071737271744574, 44582.88209391815, 9.544347299088987e-116
                              0.35091269580401435,                              -0.1964475256194461,                           15.80350819072308, 44481.06297820441,  -0.3267219818456488, 44480.73625622257, 7.828345449675952e-160
                              0.16232010636935873,                             -0.08063307943883675,                            6.42122259436864, 44623.35546570778,   0.3892882401926507, 44623.74475394797,  4.903567082534412e-98
                             0.024153079219546562,                             -0.20750539776947183,                          15.197984617201556, 44487.49068235903,    0.329330735149858, 44487.82001309418, 4.843802506915817e-157
                              0.09168218327803906,                                0.389024162282218,                          13.158063226834038, 44648.42306887424, -0.31568904390990316,44648.107379830326,  3.777755536350551e-87
                              -0.4706412231989443,                              0.06763800254681131,                          14.191035720531476,44503.778554440796,  -0.6842037038694118, 44503.09435073693, 5.740099157499167e-150
                                -0.31491360325773,                             -0.28996090867058116,                          27.302326408523978,44445.623169661354, -0.44625840226449587, 44445.17691125909, 3.179484352738511e-175
                              -0.1391645661531876,                             -0.22368954351756618,                            8.64377379618997,44540.381716447344,  0.18620891841402648, 44540.56792536576, 4.523459167306607e-134
                              0.27604166267986374,                              0.03174284482835586,                           28.75714102599624, 44460.07958438427,  0.14285992185203364, 44460.22244430612, 6.035285708615836e-169
                             -0.05717307692638011,                              0.01981502574107456,                           6.262406340315345,  44663.8874674049,   0.5514444316437646, 44664.43891183654, 1.9648834675734454e-80
                              0.36056122417443054,                              0.14114378384571163,                            28.5962366451904, 44468.64712398232, -0.26113650239012254, 44468.38598747993,3.1734598290766447e-165
                              0.17048604272127152,                              0.10179474080370532,                           25.93826731661048, 44473.34520423157,  0.35274296471207806,44473.697947196284,3.4824375176566305e-163
                             -0.18068706697184933,                             -0.13666205926755148,                          15.354945319249346, 44489.92863855096,   0.2866503280671641, 44490.21528887903, 5.545967866262157e-156
                             -0.10717794396299077,                              0.29695037932940116,                           4.442233921315632, 44847.02674583794, 0.018081967834542467,44847.044827805774,     0.6756392042407369
                             -0.18983754760136176,                               0.4478685569569402,                          11.310718725476548, 44681.79959069754,  -0.7427952506875806, 44681.05679544686, 1.1816071321382122e-72
                            -0.046688267815737636,                             -0.08246295050082325,                          27.726696258302145, 44454.14126230641,    0.521897006162731, 44454.66315931257,1.5911727190125962e-171
                             -0.05560523584467406,                              0.23108384460646053,                          26.447438037704416, 44482.05105146308,   0.2579428231932346, 44482.30899428627,2.1027359797051627e-159
                             -0.18147711469938962,                               0.2530161219200181,                           9.237084260993225, 44660.54294300759, 0.033168291973144276, 44660.57611129956,  6.931517247046055e-82
                             0.020254083855031167,                               0.4363318511074105,                          19.321027105561008, 44573.49555066481,  -0.4881906585411069, 44573.00736000627,1.0879931214395934e-119
                              0.31368599346708775,                               0.5831657096306934,                          16.228219756278307, 44667.39935933762,  -1.8642208540015397, 44665.53513848362,  6.584640758941097e-79
                             -0.05992781981015116,                               0.2265907603863076,                          15.457761293523218, 44558.20456721599,   0.2665926521476879, 44558.47115986814, 2.487920020706991e-126
                             0.045482788847521646,                              0.42701951578292924,                         0.41396974735488534, 44722.28427896155,   -0.452738651525604, 44721.83154031003,  4.515957211298537e-55
                              0.14802940033214299,                              -0.4870890422727045,                           5.268291495399414,  44530.6546895105,  -0.8680391377700419, 44529.78665037273, 2.698214987892534e-138
                             -0.29541620727490453,                              -0.5461632533789739,                          17.384665280161563, 44451.56623904623,    -1.57024245108871, 44449.99599659514,1.2117106679223814e-172
                             -0.04549586297739603,                              0.21114189198287345,                            28.7855455413132, 44471.98401879259,  0.31261456426700795,44472.296633356855, 8.927461953123912e-164
