galaxies.galaxy.bulge.centre.centre_0,galaxies.galaxy.bulge.centre.centre_1,galaxies.galaxy.bulge.ell_comps.ell_comps_0,galaxies.galaxy.bulge.ell_comps.ell_comps_1,galaxies.galaxy.bulge.intensity,galaxies.galaxy.bulge.effective_radius,galaxies.galaxy.bulge.sersic_index,         log_likelihood,            log_prior,          log_posterior,weight
                 -0.07927924254241434,                 -0.14266083613453856,                        0.15656962359994167,                         0.2459202028829092,              3344.341602579785,                    1.3755944862211555,                1.4522203719646174,     -8150233155583.163,  0.24789852868764956,     -8150233155582.915,   0.0
                 -0.18415770191199002,                 -0.02555551945450445,                         0.2447842802351054,                       -0.28458047484815124,          0.0006376634280528953,                     14.08244712772418,                 3.496076054208036,    -128135.08737670284,   1568.2064417532217,    -126566.88093494962,   0.0
                  0.12106949504838611,                 -0.05758074317273642,                        -0.0898521347363119,                       -0.05171168759375885,             209.39257777473796,                     4.088532015179201,                3.6094942193078463,    -1507988080984.3809,   0.6167049047497716,    -1507988080983.7642,   0.0
                   0.1654462147024039,                 -0.12356838336579959,                         0.3292785116027716,                          0.157506820052058,             1181.7102754789935,                    26.618118663168648,                 1.328017707285567,     -490196368146627.8,  0.06934763348364897,    -490196368146627.75,   0.0
                  0.31247351649066496,                   0.2847458793755647,                        -0.4904568997113809,                        0.15158441987589066,          0.0005078004519534888,                    1.1766865802190885,                1.1906182267999947,    -136262.67774457394,    1969.378132768427,     -134293.2996118055,   0.0
                 -0.11143376941747267,                 -0.11679242129843391,                        -0.4216002372278958,                       0.004903854334071635,              21.42446137805878,                    11.618522096823947,                2.4084701389132657,    -158439156267.81744,  -0.2243880447972387,    -158439156268.04184,   0.0
                   -0.250500666736998,                  0.24192792928610746,                       -0.13358646928882692,                         0.3588593874852057,              3267.368212561642,                     4.628100806297236,                 1.292269861730991,    -261935632545294.66,   0.4312821450942243,    -261935632545294.22,   0.0
                 -0.31175378000524456,                  0.05639925591507432,                      0.0042121166859921495,                        0.23214871283877567,              592.3938514825655,                     24.80986773456558,                 1.946799360036135,     -300196640779832.5,   0.8315876343689136,     -300196640779831.7,   0.0
                 -0.03914016599043201,                 -0.39233167102510536,                         0.4061952074026178,                         -0.521372926251996,          5.255943171471409e-05,                     21.95623899834922,                 2.924032905739045,    -135725.15836899917,   19025.089531575606,    -116700.06883742356,   0.0
                -0.011575073669658495,                 -0.11662896154544128,                        0.23951739271128075,                        0.35308632946518254,         3.4922021246087194e-05,                    28.636057443378526,                 4.715171157429476,    -135026.86212122143,   28634.863610410084,    -106391.99851081135,   0.0
                  0.08014376562502641,                  -0.0849763111004238,                       -0.20685591196629174,                       -0.19534366625082633,              5029.672898498293,                    27.778087213417123,                2.2461246915222195, -3.533758869425021e+16,    0.198070342438027, -3.533758869425021e+16,   0.0
                 -0.07623709929173628,                  0.03944265080471792,                       -0.10155528607544982,                         0.3282158536644645,          0.0003315655881926115,                    13.255513104636021,                0.8992214674095198,    -135597.15819070078,    3015.951473957967,     -132581.2067167428,   0.0
                 -0.06291209898056703,                   0.7487265455454029,                         0.2778532424559107,                        -0.3762300939617587,             1.5822457642921353,                      4.27718423808526,                1.6815761999655638,     -67644129.69390412,   3.1248978343523808,     -67644126.56900628,   0.0
                  -0.1228703391546961,                  0.17648069765653113,                      -0.010383267245754781,                       0.008943994862212786,          5.824200274731628e-05,                    22.144121544639596,                1.7710505157171765,    -135987.91197956962,   17170.566885467317,     -118817.3450941023,   0.0
                 -0.26537002074562854,                   0.2008113789528475,                         0.3596636881770042,                        0.11239232815692766,               115.621262275497,                    21.117399352813848,                 4.142031613533673,    -45337452667307.695,   0.4068591919700168,     -45337452667307.29,   0.0
                  -0.3316651346170878,                  0.40568661042212767,                        0.20734353434883773,                         -0.405450777138928,          0.0011911590918116872,                    13.002362175155696,                3.0347113213527086,    -125180.50727899591,    840.4635494422462,    -124340.04372955367,   0.0
                  0.11932358569570718,                  -0.1400127649071858,                       -0.20810983569566033,                         -0.490752239057532,             10740.086467380643,                     25.47831450269041,                3.0872246329109396, -2.743637054999524e+17,  -0.8187089894732684, -2.743637054999524e+17,   0.0
                  0.21367002703598362,                 -0.29076075793544437,                        -0.3568049144506496,                       -0.12384659118669383,            0.03778313600906495,                     5.669134427913529,                 4.818780222506743,     -85561.54227745166,   26.969447449662297,       -85534.572830002,   1.0
                   0.4855524324888623,                   0.2457220211675436,                       -0.26621914389799467,                       -0.24516265243449034,             116473.42995156004,                    14.871049925363911,                3.2267133398146592,-1.3181137799945069e+19,   1.4893669818838022,-1.3181137799945069e+19,   0.0
